"ITAG"	"logFC"	"logCPM"	"PValue"	"SGN_annotation"	"AGI"	"symbol"	"gene_name"	"X..identity"	"alignment.length"	"e.value"	"bit.score"	"percent.query.align"
"Solyc01g007640.2.1"	2.54560433747497	10.9277978912415	0.000802080145175253	"Ycf2 (AHRD V1 ***- D2KLP5_OLEEU); contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 "	"ATCG01280"	"YCF2.2"	"Identical to Protein ycf2 (ycf2-B) [Arabidopsis Thaliana] (GB:P56786); similar to hypothetical chloroplast RF2 [Vitis vinifera] (GB:YP_567121.1); similar to Hypothetical protein [Gossypium barbadense] (GB:BAF41290.1); similar to hypothetical chloroplast RF2 [Gossypium hirsutum] (GB:YP_538978.1); contains InterPro domain Chloroplast Ycf2; (InterPro:IPR008543); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"	87.1	2310	0	3842	99.91224221
"Solyc01g007870.2.1"	-2.93626572649067	5.57211947225903	0.00140977857160791	"Cyclin B-like protein (AHRD V1 *-*- Q5U8T5_9SOLA)"	"AT3G11600"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G06270.1); similar to H0913C04.5 [Oryza sativa (indica cultivar-group)] (GB:CAJ86164.1); similar to Os04g0415000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052757.1); similar to Os02g0536500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047044.1)"	56.52	115	4e-24	106	89.76377953
"Solyc01g007930.2.1"	2.02771083653751	6.3844310008302	0.00788745778203783	"Sel1 domain protein repeat-containing protein (AHRD V1 *-*- A5GBQ0_GEOUR); contains Interpro domain(s)  IPR011990  Tetratricopeptide-like helical "	"AT1G70590"	NA	"F-box family protein; similar to suppressor of lin-12-like protein-related / sel-1 protein-related [Arabidopsis thaliana] (TAIR:AT1G18260.1); similar to Sel1-like repeat [Geobacter uraniumreducens Rf4] (GB:ZP_01140406.1); similar to OSIGBa0106G07.11 [Oryza sativa (indica cultivar-group)] (GB:CAH67315.1); similar to Os04g0476000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053077.1); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990); contains InterPro domain Sel1-like; (InterPro:IPR006597)"	58.33	360	1e-104	376	98.60335196
"Solyc01g008360.2.1"	-1.53164587328942	4.51086771034248	0.0398448821953068	"Pre-mRNA branch site p14-like protein (AHRD V1 **-- B6T0W0_MAIZE); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait "	"AT5G12190"	NA	"RNA recognition motif (RRM)-containing protein; Identical to Pre-mRNA branch site p14-like protein [Arabidopsis Thaliana] (GB:Q9FMP4); similar to RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana] (TAIR:AT2G14870.1); similar to RNA-binding re (GB:ABE77687.1); contains InterPro domain Nucleotide-binding, alpha-beta plait; (InterPro:IPR012677); contains InterPro domain RNA-binding region RNP-1 (RNA recognition motif); (InterPro:IPR000504)"	88.71	124	3e-60	226	98.38709677
"Solyc01g008850.2.1"	1.95965509107157	3.74610899123348	0.0261650754869783	"CBL-interacting protein kinase 18 (AHRD V1 ***- C4P7W7_VITVI); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase "	"AT2G26980"	"CIPK3"	"encodes a serine-threonine protein kinase whose expression increases in response to abscisic acid, cold, drought, high salt, and wounding conditions. The gene is expressed in developing seeds and seedlings. Lines carrying a T-DNA insertions have reduced germination efficiency and expression of cold, high-salt, and abscisic acid marker genes are altered, but not drought-response markers."	81.73	427	0	751	96.81093394
"Solyc01g008910.2.1"	-1.82286291642161	4.18327246013038	0.0206648716600765	"Scarecrow transcription factor family protein (AHRD V1 **-* D7MIP9_ARALY); contains Interpro domain(s)  IPR005202  GRAS transcription factor "	"AT1G50420"	"SCL-3"	"Encodes a scarecrow-like protein (SCL3) Putative transcription factors interacting with the gene product of VHA-B1 (vacuolar ATPase subunit B1; as shown through yeast two-hybrid assay)."	64.66	481	1e-175	613	99.58071279
"Solyc01g009040.2.1"	-1.65538926466471	6.40291921719412	0.0213873867049813	"Cyclin B1 (AHRD V1 **** Q9LD02_TOBAC); contains Interpro domain(s)  IPR014400  Cyclin, A/B/D/E "	"AT5G06150"	"CYC1BAT"	"Encodes a cyclin whose expression is reduced in response to high salt."	53.3	439	2e-122	435	95.87155963
"Solyc01g009520.2.1"	-1.47601168823106	7.54579233417019	0.0438687957436581	"Ribosomal protein (AHRD V1 ***- Q6ER67_ORYSJ); contains Interpro domain(s)  IPR002143  Ribosomal protein L1 "	"AT1G08360"	NA	"60S ribosomal protein L10A (RPL10aA); Identical to 60S ribosomal protein L10a-1 (RPL10AA) [Arabidopsis Thaliana] (GB:Q8VZB9;GB:Q9SJF4); similar to 60S ribosomal protein L10A (RPL10aB) [Arabidopsis thaliana] (TAIR:AT2G27530.2); similar to Os02g0321900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046690.1); similar to Ribosomal protein L1 [Medicago truncatula] (GB:ABE94025.1); contains InterPro domain Ribosomal protein L1; (InterPro:IPR002143)"	90.74	216	2e-101	364	99.07834101
"Solyc01g009670.2.1"	2.09263333900868	6.13849246199397	0.0065792539696829	"CCA-adding enzyme (AHRD V1 *-*- CCA_STAES); contains Interpro domain(s)  IPR002646  Polynucleotide adenylyltransferase region "	"AT5G23690"	NA	"polynucleotide adenylyltransferase family protein; similar to polynucleotide adenylyltransferase family protein / RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana] (TAIR:AT3G48830.1); similar to Os03g0131400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048863.1); similar to Putative poly(A) polymerase [Oryza sativa (japonica cultivar-group)] (GB:AAM22707.1); similar to Os04g0395900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052662.1); contains InterPro domain Nucleotidyltransferase/Poly(A) polymerase; (InterPro:IPR012277); contains InterPro domain Polynucleotide adenylyltransferase region; (InterPro:IPR002646)"	62.91	461	7e-163	570	88.73786408
"Solyc01g010250.2.1"	1.80446044042011	3.99388661472903	0.0388676866464479	"6-phosphogluconolactonase (AHRD V1 ***- B6U0H2_MAIZE); contains Interpro domain(s)  IPR005900  6-phosphogluconolactonase "	"AT1G13700"	"PGL1"	"glucosamine/galactosamine-6-phosphate isomerase family protein; similar to EMB2024 (EMBRYO DEFECTIVE 2024), catalytic [Arabidopsis thaliana] (TAIR:AT5G24400.1); similar to putative 6-phosphogluconolactonase [Oryza sativa (japonica cultivar-group)] (GB:BAC83870.1); contains InterPro domain 6-phosphogluconolactonase; (InterPro:IPR005900); contains InterPro domain Glucosamine/galactosamine-6-phosphate isomerase; (InterPro:IPR006148)"	65.3	268	3e-95	344	99.25093633
"Solyc01g010390.2.1"	2.76930064688963	5.45944643576472	0.000684510150302861	"Beta-glucosidase (AHRD V1 ***- D3YJ59_VITVI); contains Interpro domain(s)  IPR001360  Glycoside hydrolase, family 1 "	"AT1G26560"	"BGLU40"	"glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT5G54570.1); similar to Os03g0212800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049358.1); similar to beta-glucosidase, putative [Medicago truncatula] (GB:ABE90952.1); similar to Putative beta-glucosidase [Oryza sativa] (GB:AAK92581.1); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)"	70.66	484	0	754	95.07874016
"Solyc01g010590.2.1"	4.07484667734186	7.16820014195105	9.19643428433398e-07	"Peptidyl-prolyl cis-trans isomerase A (AHRD V1 ***- B6TSE8_MAIZE); contains Interpro domain(s)  IPR002130  Peptidyl-prolyl cis-trans isomerase, cyclophilin-type "	"AT1G26940"	NA	"peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein; similar to peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein [Arabidopsis thaliana] (TAIR:AT3G44600.1); similar to 51434 (GB:AAD14500.1); contains InterPro domain Peptidyl-prolyl cis-trans isomerase, cyclophilin type; (InterPro:IPR002130)"	79.19	221	8e-100	359	95.19650655
"Solyc01g010970.2.1"	-2.16057718708673	4.69288426428085	0.00607721344814012	"ARGONAUTE 1 (AHRD V1 ***- D6RUV9_TOBAC); contains Interpro domain(s)  IPR003165  Stem cell self-renewal protein Piwi "	"AT1G69440"	"AGO7"	"Encodes ARGONAUTE7, a member of the ARGONAUTE family, characterised by the presence of PAZ and PIWI domains. Involved in the regulation of developmental timing. Required for the accumulation of TAS3 ta-siRNAs but not for accumulation of miR171, miR173, miR390 or mi391.   Localized in mature rosette leaves and floral buds."	69.13	865	0	1226	86.01398601
"Solyc01g011480.1.1"	2.07165591273689	7.3105684305819	0.00609617423674832	"Photosystem II CP43 chlorophyll apoprotein (AHRD V1 ***- B7T461_9ROSI); contains Interpro domain(s)  IPR000932  Photosystem antenna protein-like "	"ATCG00280"	"PSBC"	"chloroplast gene encoding a CP43 subunit of  the photosystem II reaction center. promoter contains a blue-light responsive element."	79.17	72	4e-29	122	82.55813953
"Solyc01g014230.2.1"	2.27729186348651	5.14414584426476	0.00507927925816264	"U-box domain-containing protein 4 (AHRD V1 **-- PUB4_ARATH); contains Interpro domain(s)  IPR011989  Armadillo-like helical "	"AT2G23140"	NA	"armadillo/beta-catenin repeat family protein / U-box domain-containing protein; similar to armadillo/beta-catenin repeat family protein / U-box domain-containing protein [Arabidopsis thaliana] (TAIR:AT3G54790.1); similar to Os08g0110500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060820.1); similar to arm repeat-containing protein [Nicotiana tabacum] (GB:AAO61490.1); contains InterPro domain Armadillo; (InterPro:IPR000225); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain U box; (InterPro:IPR003613)"	56.92	831	0	839	99.75369458
"Solyc01g017480.1.1"	1.84294306727199	4.59872269019413	0.0211202936740495	"Ycf1 (Fragment) (AHRD V1 ***- A6YA12_LIQST); contains Interpro domain(s)  IPR008896  Ycf1 "	"ATCG01130"	"YCF1.2"	"Identical to Putative membrane protein ycf1 (ycf1-B) [Arabidopsis Thaliana] (GB:P56785); similar to hypothetical chloroplast RF1 [Gossypium hirsutum] (GB:YP_538982.1); similar to Hypothetical protein [Gossypium barbadense] (GB:BAF41305.1); similar to hypothetical chloroplast RF1 [Eucalyptus globulus subsp. globulus] (GB:YP_636357.1); contains InterPro domain Ycf1; (InterPro:IPR008896)"	71.21	132	8e-40	158	90.625
"Solyc01g020220.1.1"	3.86542360011206	5.48337641206615	6.63684608592227e-06	"Replication factor C subunit 5 (AHRD V1 ***- B6T5I0_MAIZE); contains Interpro domain(s)  IPR019483  DNA polymerase III, clamp-loader complex, subunit E, C-terminal "	"AT5G27740"	"EMB161"	"nucleoside-triphosphatase/ nucleotide binding; similar to EMB1968 (EMBRYO DEFECTIVE 1968), ATPase [Arabidopsis thaliana] (TAIR:AT1G21690.1); similar to Os03g0792600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051525.1); similar to replication factor C 38 kDa subunit [Oryza sativa (japonica cultivar-group)] (GB:BAC76086.1); contains InterPro domain Replication factor C conserved region; (InterPro:IPR000862); contains InterPro domain DNA polymerase III clamp loader subunit, C-terminal; (InterPro:IPR008921); contains InterPro domain AAA ATPase; (InterPro:IPR003593)"	74.18	337	9e-123	436	99.00990099
"Solyc01g028900.2.1"	1.55541038120049	6.28565110242458	0.0384768189351707	"1-deoxy-D-xylulose-5-phosphate synthase (AHRD V1 **-- DXS_DESAP); contains Interpro domain(s)  IPR005475  Transketolase, central region "	"AT3G13450"	"DIN4"	"branched chain alpha-keto acid dehydrogenase E1 beta"	87.39	333	3e-169	590	92.47910864
"Solyc01g049960.2.1"	-1.49418920864896	6.11572608540591	0.0377612032728765	"Unknown Protein (AHRD V1)"	"AT4G26410"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G45060.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE90926.1)"	68.04	97	1e-31	131	97.95918367
"Solyc01g056340.2.1"	4.98832985342811	9.83961705248767	4.66242631470642e-09	"DET1-like protein (AHRD V1 ***- D0EW63_ORYSI); contains Interpro domain(s)  IPR019138  De-etiolated protein 1, Det1 "	"AT4G10180"	"ATDET1"	"Encodes a nuclear-localized protein that acts as a repressor of photomorphogenesis and may be involved in chromatin remodeling."	72.24	544	0	759	99.61832061
"Solyc01g057770.2.1"	-1.91566413661489	7.20649411789801	0.00926646611995618	"AE family transporter anion exchange (AHRD V1 *--* A4RY02_OSTLU); contains Interpro domain(s)  IPR003020  Bicarbonate transporter, eukaryotic "	"AT3G62270"	NA	"anion exchange family protein; Identical to Putative boron transporter 2 [Arabidopsis Thaliana] (GB:Q9M1P7); similar to BOR1 (REQUIRES HIGH BORON 1), anion exchanger [Arabidopsis thaliana] (TAIR:AT2G47160.1); similar to anion exchange family protein [Arabidopsis thaliana] (TAIR:AT1G15460.1); similar to anion exchange family protein [Arabidopsis thaliana] (TAIR:AT3G06450.1); similar to HCO3-transporter [Medicago truncatula] (GB:ABE78978.1); similar to Boron transporter 1, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABG22050.1); similar to boron transporter [Oryza sativa (japonica cultivar-group)] (GB:AAQ02664.1); contains InterPro domain HCO3- transporter, eukaryote; (InterPro:IPR003020); contains InterPro domain HCO3-transporter; (InterPro:IPR011531)"	75.86	696	0	1070	96.63865546
"Solyc01g058030.1.1"	-3.13580608163965	4.51258800626477	0.000525216729437684	"Gibberellin 2-oxidase (AHRD V1 **** A4GVL5_SOLLC); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase "	"AT1G47990"	"ATGA2OX4"	"Encodes a gibberellin 2-oxidase. AtGA2OX4 expression is responsive to cytokinin and KNOX activities."	53.62	207	2e-50	195	89.90825688
"Solyc01g058730.2.1"	4.58900147994932	10.4265319567058	3.69600340947491e-08	"Os03g0310500 protein (Fragment) (AHRD V1 *-*- Q0DSF8_ORYSJ)"	"AT4G16180"	NA	"similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF95572.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF95573.1); contains domain N-terminal nucleophile aminohydrolases (Ntn hydrolases) (SSF56235)"	72.17	787	0	1142	96.90976514
"Solyc01g065530.2.1"	5.37020080335328	9.97737010117159	6.05960131122851e-10	"COBRA-like protein (AHRD V1 ***- Q655F2_ORYSJ); contains Interpro domain(s)  IPR006918  Glycosyl-phosphatidyl inositol-anchored, plant "	"AT4G16120"	"ATSEB1"	"putative membrane-anchored cell wall protein"	66.15	582	0	815	89.06009245
"Solyc01g065600.1.1"	6.97348862474805	6.95447949421625	4.30776455642082e-12	"NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLLC); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase "	"ATCG01050"	"NDHD"	"Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene."	60	205	6e-56	213	83.48623853
"Solyc01g065610.1.1"	8.18780882581106	8.03271130032818	3.63841918427084e-15	"NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLTU); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase "	"ATCG01050"	"NDHD"	"Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene."	71.88	96	3e-32	132	87.1559633
"Solyc01g065620.1.1"	6.94121931750221	8.37451656067381	4.52814195021399e-13	"NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLLC)"	"ATCG01050"	"NDHD"	"Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene."	65.83	120	4e-21	96.3	97.54098361
"Solyc01g066450.2.1"	-4.27988879342661	4.05380770921477	0.000183553644866241	"Epoxide hydrolase (AHRD V1 ***- Q41415_SOLTU); contains Interpro domain(s)  IPR000639  Epoxide hydrolase-like "	"AT4G15960"	NA	"epoxide hydrolase, putative; similar to epoxide hydrolase, putative [Arabidopsis thaliana] (TAIR:AT4G02340.1); similar to Os05g0273800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055069.1); similar to epoxide hydrolase (GB:AAA81892.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073); contains InterPro domain Epoxide hydrolase; (InterPro:IPR000639); contains InterPro domain Alpha/beta hydrolase; (InterPro:IPR003089)"	58.59	326	5e-112	400	95.23809524
"Solyc01g066720.2.1"	-1.84741489208532	4.28113910554365	0.0180758513604962	"Hypoxia induced protein conserved region containing protein (AHRD V1 ***- B6UCX6_MAIZE); contains Interpro domain(s)  IPR007667  Hypoxia induced protein conserved region "	"AT3G05550"	NA	"hypoxia-responsive family protein; similar to hypoxia-responsive family protein [Arabidopsis thaliana] (TAIR:AT5G27760.1); similar to hypoxia-responsive family protein [Citrus sinensis] (GB:AAZ05072.1); contains InterPro domain Hypoxia induced protein conserved region; (InterPro:IPR007667)"	74.49	98	1e-24	108	97.95918367
"Solyc01g067080.2.1"	-1.90111274779827	4.09948904115005	0.0134011572577226	"Genomic DNA chromosome 3 P1 clone MHC9 (AHRD V1 ***- Q9LIF6_ARATH)"	"AT3G21400"	NA	"similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABA99446.2); contains domain \Winged helix\\" DNA-binding domain (SSF46785)\""	67.86	112	1e-41	164	96.52173913
"Solyc01g067660.2.1"	1.64392902315184	4.89709110470793	0.0448253387501766	"Beta-amylase (AHRD V1 **** Q5F304_SOYBN); contains Interpro domain(s)  IPR013781  Glycoside hydrolase, subgroup, catalytic core "	"AT5G18670"	"BAM9"	"putative beta-amylase BMY3 (BMY3)"	56.93	527	3e-155	545	97.20149254
"Solyc01g067710.2.1"	2.02913428286152	4.71182666773984	0.0119709561151248	"Sodium/hydrogen exchanger (AHRD V1 **** Q1JRA3_SOLLC); contains Interpro domain(s)  IPR018407  Na+/H+ exchanger, isoforms 1-4, conserved region "	"AT3G05030"	"ATNHX2"	"member of Sodium proton exchanger family"	75.28	538	0	749	98.88475836
