ITAG	logFC	logCPM	PValue	SGN_annotation	AGI	symbol	gene_name	X..identity	alignment.length	e.value	bit.score	percent.query.align
Solyc02g080350.1.1	-3.938069361	3.229442938	0.003565831	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KUG5_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 	AT1G77170	NA	pentatricopeptide (PPR) repeat-containing protein; similar to binding [Arabidopsis thaliana] (TAIR:AT4G21065.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABE81261.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940)	56.17	454	3.00E-160	561	97.15536105
Solyc10g005210.2.1	-3.637959735	2.633748027	0.003447897	DNA-3-methyladenine glycosylase I (AHRD V1 ***- B4FWT0_MAIZE); contains Interpro domain(s)  IPR005019  Methyladenine glycosylase 	AT5G44680	NA	methyladenine glycosylase family protein; similar to methyladenine glycosylase family protein [Arabidopsis thaliana] (TAIR:AT3G12710.1); similar to Methyladenine glycosylase [Medicago truncatula] (GB:ABE81339.1); contains InterPro domain Methyladenine glycosylase; (InterPro:IPR005019); contains InterPro domain DNA glycosylase; (InterPro:IPR011257)	52.38	357	2.00E-98	356	97.13467049
Solyc12g094440.1.1	-3.624447938	5.853634813	1.22E-05	High mobility group family (Fragment) (AHRD V1 **-- B9GFX2_POPTR); contains Interpro domain(s)  IPR001606  AT-rich interaction region 	AT1G76110	NA	high mobility group (HMG1/2) family protein / ARID/BRIGHT DNA-binding domain-containing protein; similar to high mobility group (HMG1/2) family protein / ARID/BRIGHT DNA-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G04880.1); similar to glutathione S-transferase GST 16 - like protein [Oryza sativa (japonica cultivar-group)] (GB:BAC79159.1); contains InterPro domain HMG1/2 (high mobility group) box; (InterPro:IPR000910); contains InterPro domain AT-rich interaction region; (InterPro:IPR001606); contains InterPro domain High mobility group box; (InterPro:IPR009071)	50.97	310	5.00E-77	284	94.40559441
Solyc02g086780.2.1	-3.340327151	2.857449644	0.017090212	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR018788  Proteasome assembly chaperone 3 	AT5G14710	NA	similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE79809.1)	70	80	6.00E-21	95.5	97.5308642
Solyc05g041220.1.1	-3.320341644	4.821164564	0.000199323	"Transcriptional regulator STERILE APETALA (AHRD V1 ***- SAP_ARATH); contains Interpro domain(s)  IPR017986  WD40 repeat, region "	AT5G35770	SAP	A recessive mutation in the Arabidopsis STERILE APETALA (SAP) causes severe aberrations in inflorescence  and flower and ovule development.	56.1	426	2.00E-126	449	93.12638581
Solyc01g097670.2.1	-3.28114774	3.685581388	0.000967056	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MHD4_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 	AT3G49170	EMB2261	EMB2261 (EMBRYO DEFECTIVE 2261); binding; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G57430.1); similar to Os05g0212100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054918.1); similar to PPR986-12 [Physcomitrella patens] (GB:BAD67155.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990); contains InterPro domain Molybdopterin binding domain; (InterPro:IPR001453)	57.89	855	0	1000	99.76331361
Solyc01g109610.2.1	-3.182440888	2.931770705	0.002911224	2-hydroxyacid dehydrongenase (Fragment) (AHRD V1 *-*- C6F725_PSEMZ)	AT1G19400	NA	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G75180.3); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAN65010.1); similar to Os03g0775600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051432.1); contains domain 2-HYDROXYACID DEHYDROGENASE (PTHR10996:SF1); contains domain 2-HYDROXYACID DEHYDROGENASE (PTHR10996)	59.57	282	8.00E-73	270	89.67741935
Solyc10g080880.1.1	-3.178398626	6.213793053	5.15E-05	"Auxin efflux carrier (AHRD V1 ***- D6RT09_SOLLC); contains Interpro domain(s)  IPR014024  Auxin efflux carrier, subgroup "	AT1G73590	ATPIN1	"Encodes a putative auxin efflux carrier involved in shoot and root development. It is involved in the maintenance of embryonic auxin gradients.  Loss of function severely affects organ initiation, pin1 mutants are characterised by an inflorescence meristem that does not initiate any flowers, resulting in the formation of a naked inflorescence stem.  PIN1 is involved in the determination of leaf shape by actively promoting development of leaf margin serrations.  In roots, the protein mainly resides at the basal end of the vascular cells, but weak signals can be detected in the epidermis and the cortex.  Expression levels and polarity of this auxin efflux carrier change during primordium development suggesting that cycles of auxin build-up and depletion accompany, and may direct, different stages of primordium development. PIN1 action on plant development does not strictly require function of PGP1 and PGP19 proteins."	61.57	648	0	736	99.6592845
Solyc01g100750.2.1	-3.174323513	5.965436051	4.97E-05	Susceptibility homeodomain transcription factor (Fragment) (AHRD V1 *-*- Q8SAA7_ORYSA); contains Interpro domain(s)  IPR007493  Protein of unknown function DUF538 	AT1G56580	SVB	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G09310.1); similar to Os12g0563600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067038.1); similar to Os11g0683600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001068462.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAC15899.1); contains InterPro domain Protein of unknown function DUF538; (InterPro:IPR007493)	60.37	164	5.00E-41	163	96.95121951
Solyc03g083380.2.1	-3.153699859	5.537976609	8.57E-05	Diacylglycerol O-acyltransferase (AHRD V1 ***- A5UWY0_ROSS1); contains Interpro domain(s)  IPR009721  Protein of unknown function DUF1298 	AT5G53390	NA	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G38995.1); similar to Protein of unknown function DUF1298 [Medicago truncatula] (GB:ABE82755.1); contains InterPro domain Protein of unknown function UPF0089; (InterPro:IPR004255); contains InterPro domain Protein of unknown function DUF1298; (InterPro:IPR009721)	50.11	469	5.00E-137	484	92.41516966
Solyc01g058030.1.1	-3.135806082	4.512588006	0.000525217	Gibberellin 2-oxidase (AHRD V1 **** A4GVL5_SOLLC); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase 	AT1G47990	ATGA2OX4	Encodes a gibberellin 2-oxidase. AtGA2OX4 expression is responsive to cytokinin and KNOX activities.	53.62	207	2.00E-50	195	89.90825688
Solyc06g072240.1.1	-3.135717202	6.667935684	0.00011093	Histone H4 (AHRD V1 ***- B6T0P4_MAIZE); contains Interpro domain(s)  IPR001951  Histone H4 	AT5G59970	NA	histone H4; Identical to Histone H4 [Arabidopsis Thaliana] (GB:P59259;GB:P02308); similar to histone H4 [Arabidopsis thaliana] (TAIR:AT5G59690.1); similar to histone H4 [Arabidopsis thaliana] (TAIR:AT3G45930.1); similar to histone H4 [Arabidopsis thaliana] (TAIR:AT3G53730.1); similar to histone H4 [Nicotiana tabacum] (GB:BAF36442.1); similar to Os01g0835900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044729.1); similar to Histone H4 homologue [Sesbania rostrata] (GB:CAB01913.1); contains InterPro domain Histone-fold; (InterPro:IPR009072); contains InterPro domain Histone core; (InterPro:IPR007125); contains InterPro domain Histone H4; (InterPro:IPR001951); contains InterPro domain Histone-fold/TFIID-TAF/NF-Y; (InterPro:IPR007124)	98.78	82	5.00E-41	162	77.88461538
Solyc08g067440.1.1	-3.10505469	3.180553303	0.004388713	N-acetyltransferase (AHRD V1 ***- Q1HQ22_BOMMO); contains Interpro domain(s)  IPR000182  GCN5-related N-acetyltransferase 	AT5G11340	NA	GCN5-related N-acetyltransferase (GNAT) family protein; similar to GCN5-related N-acetyltransferase (GNAT) family protein [Arabidopsis thaliana] (TAIR:AT5G16800.1); similar to Mak3 protein-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAD52531.1); similar to Os01g0610400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043544.1); contains InterPro domain GCN5-related N-acetyltransferase; (InterPro:IPR000182)	75.16	161	1.00E-71	265	98.1595092
Solyc01g098480.1.1	-3.029776138	3.471224242	0.002502992	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LKZ8_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 	AT2G21090	NA	pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G22070.1); similar to Os03g0775400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051430.1); similar to pentatricopeptide (PPR) repeat-containing protein-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAC83258.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)	60.39	558	0	714	91.74917492
Solyc03g031560.2.1	-3.018576651	3.28379283	0.005428703	UDP-3-O- (AHRD V1 ***- B9RXS8_RICCO); contains Interpro domain(s)  IPR011004  Trimeric LpxA-like 	AT4G21220	NA	bacterial transferase hexapeptide repeat-containing protein; similar to bacterial transferase hexapeptide repeat-containing protein [Arabidopsis thaliana] (TAIR:AT4G05210.1); similar to Trimeric LpxA-like [Medicago truncatula] (GB:ABD32465.1); contains InterPro domain Bacterial transferase hexapeptide repeat; (InterPro:IPR001451); contains InterPro domain Trimeric LpxA-like; (InterPro:IPR011004)	61.37	277	7.00E-93	337	86.20689655
Solyc12g014500.1.1	-3.006047025	3.266302899	0.008802695	S-adenosyl-L-methionine salicylic acid carboxyl methyltransferase-like protein (AHRD V1 **** Q9FLN8_ARATH); contains Interpro domain(s)  IPR005299  SAM dependent carboxyl methyltransferase 	AT5G55250	IAMT1	Encodes an enzyme which specifically converts IAA to its methyl ester form MelIAA. This gene belongs to the family of carboxyl methyltransferases whose members  catalyze the transfer of the methyl group from S-adenosyl-L-methionine to carboxylic acid-containing substrates to form small molecule methyl esters. Expression of TCP genes is downregulated in mutant iamt1-D.	72.06	383	2.00E-167	585	92.70072993
Solyc03g118160.1.1	-2.963312583	6.501724314	0.000402195	FLORICAULA/LEAFY-like protein (AHRD V1 ***- Q9LDP5_SOLLC); contains Interpro domain(s)  IPR002910  Floricaula/leafy protein 	AT5G61850	LFY	Encodes transcriptional regulator that promotes the transition to flowering.Involved in floral meristem development.	62.29	419	2.00E-110	396	94.88372093
Solyc01g007870.2.1	-2.936265726	5.572119472	0.001409779	Cyclin B-like protein (AHRD V1 *-*- Q5U8T5_9SOLA)	AT3G11600	NA	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G06270.1); similar to H0913C04.5 [Oryza sativa (indica cultivar-group)] (GB:CAJ86164.1); similar to Os04g0415000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052757.1); similar to Os02g0536500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047044.1)	56.52	115	4.00E-24	106	89.76377953
Solyc03g117290.1.1	-2.930814354	4.521951997	0.000549126	Serine-rich protein (AHRD V1 ***- A1YMW6_BRACM)	AT5G11090	NA	serine-rich protein-related; similar to serine-rich protein-related [Arabidopsis thaliana] (TAIR:AT5G25280.2); similar to unknown [Solanum tuberosum] (GB:ABA40431.1)	58.11	148	3.00E-35	143	96.6442953
Solyc12g035710.1.1	-2.889676294	3.005669544	0.008440169	Cbs domain containing protein expressed (Fragment) (AHRD V1 *--- A6N095_ORYSI); contains Interpro domain(s)  IPR002550  Protein of unknown function DUF21 	AT4G14240	NA	similar to CBS domain-containing protein-related [Arabidopsis thaliana] (TAIR:AT4G14230.1); similar to Os05g0395300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055462.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAT07635.1); contains InterPro domain Protein of unknown function DUF21; (InterPro:IPR002550); contains InterPro domain CBS; (InterPro:IPR000644)	77.14	433	4.00E-169	591	86.26262626
Solyc11g006070.1.1	-2.859795935	7.23928848	0.00018347	"Peptidyl-prolyl cis-trans isomerase (AHRD V1 ***- B5LWR0_ZIZJJ); contains Interpro domain(s)  IPR002130  Peptidyl-prolyl cis-trans isomerase, cyclophilin-type "	AT2G16600	ROC3	Encodes cytosolic cyclophilin ROC3.	76.16	151	7.00E-58	219	97.4025974
Solyc01g006090.2.1	-2.853248161	6.641131801	0.000256856	rRNA processing protein Ebp2 (AHRD V1 **-- B6K460_SCHJY); contains Interpro domain(s)  IPR008610  Eukaryotic rRNA processing 	AT3G22660	NA	rRNA processing protein-related; Identical to Probable rRNA-processing protein EBP2 homolog [Arabidopsis Thaliana] (GB:Q9LUJ5); similar to Os07g0475800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059623.1); similar to Eukaryotic rRNA processing protein EBP2 [Medicago truncatula] (GB:ABE88182.1); contains InterPro domain Eukaryotic rRNA processing; (InterPro:IPR008610)	65.89	258	5.00E-67	251	90.10600707
Solyc04g079150.1.1	-2.843189717	3.510279825	0.008966825	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KRI2_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 	AT1G73400	NA	"pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G62470.1); similar to pentatricopeptide, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF98845.1); similar to Os02g0759500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048182.1); similar to putative reverse transcriptase [Oryza sativa (japonica cultivar-group)] (GB:AAK71569.2); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"	62.5	496	0	666	86.84210526
Solyc12g088900.1.1	-2.840362623	5.241887346	0.000355096	Unknown Protein (AHRD V1)	AT1G47420	SDH5	"Identical to Unknown protein At1g47420, mitochondrial precursor [Arabidopsis Thaliana] (GB:Q9SX77); similar to APFI, carbonate dehydratase [Arabidopsis thaliana] (TAIR:AT1G47260.1); similar to unknown [Hordeum vulgare subsp. vulgare] (GB:AAL77110.1)"	70.27	185	9.00E-74	273	78.29787234
Solyc09g011060.2.1	-2.724810459	3.835783302	0.003332524	"Receptor like protein kinase (AHRD V1 **** Q39139_ARATH); contains Interpro domain(s)  IPR001220  Legume lectin, beta chain "	AT2G37710	RLK	Induced in response to Salicylic acid.	62.11	644	0	748	76.59063625
Solyc06g075850.1.1	-2.693133659	9.019806935	0.000425587	Histone H4 (AHRD V1 ***- B6T0P4_MAIZE); contains Interpro domain(s)  IPR001951  Histone H4 	AT5G59970	NA	histone H4; Identical to Histone H4 [Arabidopsis Thaliana] (GB:P59259;GB:P02308); similar to histone H4 [Arabidopsis thaliana] (TAIR:AT5G59690.1); similar to histone H4 [Arabidopsis thaliana] (TAIR:AT3G45930.1); similar to histone H4 [Arabidopsis thaliana] (TAIR:AT3G53730.1); similar to histone H4 [Nicotiana tabacum] (GB:BAF36442.1); similar to Os01g0835900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044729.1); similar to Histone H4 homologue [Sesbania rostrata] (GB:CAB01913.1); contains InterPro domain Histone-fold; (InterPro:IPR009072); contains InterPro domain Histone core; (InterPro:IPR007125); contains InterPro domain Histone H4; (InterPro:IPR001951); contains InterPro domain Histone-fold/TFIID-TAF/NF-Y; (InterPro:IPR007124)	98.78	82	5.00E-41	162	77.88461538
Solyc07g066080.2.1	-2.679309625	3.047388835	0.012594346	"Ubiquitin-conjugating enzyme E2 10 (AHRD V1 **** UBC10_ARATH); contains Interpro domain(s)  IPR000608  Ubiquitin-conjugating enzyme, E2 "	AT1G64230	UBC28	"UBC28; ubiquitin-protein ligase; similar to UBC9 (UBIQUITIN CONJUGATING ENZYME 9), ubiquitin-protein ligase [Arabidopsis thaliana] (TAIR:AT4G27960.2); similar to ubiquitin carrier-like protein [Arachis hypogaea] (GB:ABI84263.1); similar to ubiquitin conjugating enzyme E2 [Solanum lycopersicum] (GB:CAA51821.1); similar to Ubiquitin-conjugating enzyme E2-17 kDa (Ubiquitin-protein ligase) (Ubiquitin carrier protein) (GB:P35135); contains InterPro domain Ubiquitin-conjugating enzyme, E2; (InterPro:IPR000608)"	91.89	148	1.00E-79	291	98.65771812
Solyc04g078290.2.1	-2.66679026	5.8105382	0.000760219	Cytochrome P450	AT4G37370	CYP81D8	member of CYP81D	50.31	489	2.00E-141	499	94.54191033
Solyc01g091010.2.1	-2.646363844	6.641698116	0.000990406	YABBY-like transcription factor CRABS CLAW-like protein (AHRD V1 **-* Q6SRZ7_ANTMA); contains Interpro domain(s)  IPR006780  YABBY protein 	AT2G45190	AFO	Encodes a member of the YABBY family of transcriptional regulators that is involved in abaxial cell type specification in leaves and fruits.	65.24	210	9.00E-67	249	88.58447489
Solyc01g006170.2.1	-2.644765082	8.148080179	0.000638125	rRNA processing protein ebna1-binding protein-related (AHRD V1 *--* C4QG91_SCHMA); contains Interpro domain(s)  IPR008610  Eukaryotic rRNA processing 	AT3G22660	NA	rRNA processing protein-related; Identical to Probable rRNA-processing protein EBP2 homolog [Arabidopsis Thaliana] (GB:Q9LUJ5); similar to Os07g0475800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059623.1); similar to Eukaryotic rRNA processing protein EBP2 [Medicago truncatula] (GB:ABE88182.1); contains InterPro domain Eukaryotic rRNA processing; (InterPro:IPR008610)	64.02	264	2.00E-69	259	90.31141869
Solyc11g006350.1.1	-2.622632068	8.128691381	0.000565519	"Aspartate carbamoyltransferase (AHRD V1 ***- Q8L6B8_SOLTU); contains Interpro domain(s)  IPR002082  Aspartate carbamoyltransferase, eukaryotic "	AT3G20330	PYRB	encodes aspartate carbamoyltransferase catalyzing the second step in the de novo pyrimidine ribonucleotide biosynthesis	80.48	333	5.00E-155	543	87.83068783
Solyc08g066000.1.1	-2.57772319	3.254865122	0.010424157	Binding protein (AHRD V1 ***- D7M9N9_ARALY)	AT4G32820	NA	binding; similar to TPR repeat [Medicago truncatula] (GB:ABE80801.1); similar to TPR repeat [Medicago truncatula] (GB:ABE90407.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAT85076.1); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)	55.43	368	4.00E-113	405	86.32075472
Solyc01g098100.2.1	-2.567861345	7.365781201	0.000688647	"60S ribosome subunit biogenesis protein NIP7 (AHRD V1 ***- B4FKM9_MAIZE); contains Interpro domain(s)  IPR016686  Ribosome biogenesis factor, NIP7 "	AT4G15770	NA	"60S ribosome subunit biogenesis protein, putative; similar to PREDICTED: similar to MGC83122 protein [Gallus gallus] (GB:XP_414222.1); contains InterPro domain PUA; (InterPro:IPR002478)"	80.75	187	2.00E-87	317	98.93617021
Solyc01g111940.2.1	-2.5318455	5.578413324	0.001014023	Coiled-coil domain-containing protein 124 (AHRD V1 *-*- CC124_XENTR); contains Interpro domain(s)  IPR010422  Protein of unknown function DUF1014 	AT1G16210	NA	similar to cupin family protein [Arabidopsis thaliana] (TAIR:AT2G18540.1); similar to H0211B05.1 [Oryza sativa (indica cultivar-group)] (GB:CAH67164.1); similar to Os04g0561600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053553.1); contains InterPro domain Protein of unknown function DUF1014; (InterPro:IPR010422); contains InterPro domain High mobility group box; (InterPro:IPR009071)	74.78	226	6.00E-49	190	96.98275862
Solyc04g008760.1.1	-2.490326676	4.267902104	0.003205879	Homoserine kinase (AHRD V1 **** D2DKF1_SOYBN); contains Interpro domain(s)  IPR000870  Homoserine kinase 	AT2G17265	DMR1	"Encodes a homoserine kinase (HSK) which produces O-phospho-L-homoserine (HserP), a compound at the branching point of methionine and threonine biosynthesis. HSK is found in the stromal fraction of chloroplasts."	70.56	377	1.00E-126	449	99.20634921
