"","ITAG","SGN_annotation","AGI","symbol","gene_name","X..identity","alignment.length","e.value","bit.score","percent.query.align"
"24","Solyc01g020220.1.1","Replication factor C subunit 5 (AHRD V1 ***- B6T5I0_MAIZE); contains Interpro domain(s)  IPR019483  DNA polymerase III, clamp-loader complex, subunit E, C-terminal ","AT5G27740","EMB161","nucleoside-triphosphatase/ nucleotide binding; similar to EMB1968 (EMBRYO DEFECTIVE 1968), ATPase [Arabidopsis thaliana] (TAIR:AT1G21690.1); similar to Os03g0792600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051525.1); similar to replication factor C 38 kDa subunit [Oryza sativa (japonica cultivar-group)] (GB:BAC76086.1); contains InterPro domain Replication factor C conserved region; (InterPro:IPR000862); contains InterPro domain DNA polymerase III clamp loader subunit, C-terminal; (InterPro:IPR008921); contains InterPro domain AAA ATPase; (InterPro:IPR003593)",74.18,337,9e-123,436,99.00990099
"25","Solyc01g049770.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Solyc01g056340.2.1","DET1-like protein (AHRD V1 ***- D0EW63_ORYSI); contains Interpro domain(s)  IPR019138  De-etiolated protein 1, Det1 ","AT4G10180","ATDET1","Encodes a nuclear-localized protein that acts as a repressor of photomorphogenesis and may be involved in chromatin remodeling.",72.24,544,0,759,99.61832061
"27","Solyc01g058730.2.1","Os03g0310500 protein (Fragment) (AHRD V1 *-*- Q0DSF8_ORYSJ)","AT4G16180",NA,"similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF95572.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF95573.1); contains domain N-terminal nucleophile aminohydrolases (Ntn hydrolases) (SSF56235)",72.17,787,0,1142,96.90976514
"28","Solyc01g065530.2.1","COBRA-like protein (AHRD V1 ***- Q655F2_ORYSJ); contains Interpro domain(s)  IPR006918  Glycosyl-phosphatidyl inositol-anchored, plant ","AT4G16120","ATSEB1","putative membrane-anchored cell wall protein",66.15,582,0,815,89.06009245
"29","Solyc01g065600.1.1","NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLLC); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase ","ATCG01050","NDHD","Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene.",60,205,6e-56,213,83.48623853
"30","Solyc01g065610.1.1","NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLTU); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase ","ATCG01050","NDHD","Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene.",71.88,96,3e-32,132,87.1559633
"31","Solyc01g065620.1.1","NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLLC)","ATCG01050","NDHD","Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene.",65.83,120,4e-21,96.3,97.54098361
"32","Solyc01g065630.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Solyc01g068450.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Solyc01g073940.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Solyc01g074030.2.1","Beta-glucosidase 01 (AHRD V1 ***- B5M9E4_SOLLC); contains Interpro domain(s)  IPR013781  Glycoside hydrolase, subgroup, catalytic core ","AT2G44480","BGLU17","glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT2G44450.1); similar to Glycoside hydrolase, family 1 [Medicago truncatula] (GB:ABE86373.1); contains InterPro domain 6-phospho-beta-galactosidase, eukaryotic; (InterPro:IPR011580); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)",51.67,480,3e-150,528,92.08494208
"36","Solyc01g081640.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Solyc01g086710.2.1","DNA-directed RNA polymerase (AHRD V1 ***- B9SVH7_RICCO); contains Interpro domain(s)  IPR015712  DNA-directed RNA polymerase, subunit 2 ","AT1G29940","NRPA2","Encodes a subunit of RNA polymerase 1 (aka RNA polymerase A).",70.61,1099,0,1618,99.63536919
"38","Solyc01g087050.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Solyc01g090420.2.1","Armadillo/beta-catenin repeat family protein (AHRD V1 **-- D7LBT5_ARALY); contains Interpro domain(s)  IPR011989  Armadillo-like helical ","AT2G44900","ARABIDILLO-1","ARABIDILLO-1 and its homolog, ARABIDILLO -2, are unique among Arabidopsis Arm-repeat proteins in having an F-box motif and fall into a phylogenetically distinct subgroup from other plant Arm-repeat proteins Similar to arm repeat protein in rice and armadillo/beta-catenin repeat family protein / F-box family protein in Dictyostelium. ARABIDILLO-1 promote lateral root development. Mutant plants form fewer lateral roots, while ARABIDILLO-1-overexpressing lines produce more lateral roots than wild-type seedlings.",72.75,734,0,927,97.2299169
"40","Solyc01g091510.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Solyc01g091700.2.1","F-box protein PP2-B1 (AHRD V1 ***- PP2B1_ARATH); contains Interpro domain(s)  IPR001810  Cyclin-like F-box ","AT3G61060","AtPP2-A13","ATPP2-A13; similar to ATPP2-A12 (Phloem protein 2-A12) [Arabidopsis thaliana] (TAIR:AT1G12710.1); similar to Cyclin-like F-box; Galactose-binding like [Medicago truncatula] (GB:ABE86301.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810)",59.79,286,2e-101,365,98.61111111
"42","Solyc01g094490.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Solyc01g094850.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Solyc01g096200.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Solyc01g096740.2.1","Transporter major facilitator family (AHRD V1 **-- C4M254_ENTHI); contains Interpro domain(s)  IPR016196  Major facilitator superfamily, general substrate transporter ","AT5G13750","ZIFL1","ZIFL1 (ZINC INDUCED FACILITATOR-LIKE 1); tetracycline:hydrogen antiporter/ transporter; similar to ZIF1 (ZINC INDUCED FACILITATOR 1), carbohydrate transporter/ sugar porter [Arabidopsis thaliana] (TAIR:AT5G13740.1); similar to transporter, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABG22349.1); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain Tetracycline resistance protein; (InterPro:IPR001958); contains InterPro domain Major facilitator superfamily MFS_1; (InterPro:IPR011701)",62.53,483,5e-166,581,98.7628866
"46","Solyc01g097270.2.1","Chitinase (Fragment) (AHRD V1 *--- Q38777_ALLSA); contains Interpro domain(s)  IPR000726  Glycoside hydrolase, family 19, catalytic  IPR001153  Barwin ","AT3G04720","HEL","Encodes a protein similar to the antifungal chitin-binding protein hevein from rubber tree latex. mRNA levels increase in response to ethylene and turnip crinkle virus infection.",66.11,180,1e-63,239,81.22065728
"47","Solyc01g097520.2.1","Annexin 11 (AHRD V1 ***- D6QX28_SOYBN); contains Interpro domain(s)  IPR009118  Annexin, type plant ","AT2G38750","ANNAT4","Annexins are a family of calcium dependent membrane binding proteins though to be involved in Golgi mediated secretion. This is one of four annexins identified in Arabidopsis.",50.8,313,3e-79,291,96.84542587
"48","Solyc01g098610.2.1","Glutathione synthetase (AHRD V1 **** Q6F4I7_ZINEL); contains Interpro domain(s)  IPR005615  Glutathione synthase, eukaryotic ","AT5G27380","GSH2","Encodes a protein with similarity to glutathione synthetases, which catalyzes one of the early steps in glutathione biosynthesis. Two transcripts have been detected; the longer transcript is less abundant and the protein is localized to the chloroplast. The smaller transcript, in which the transit peptide is truncated, is localized to the cytosol.",66.87,504,0,719,91.95612431
"49","Solyc01g098640.2.1","UPF0603 protein At1g54780, chloroplastic (AHRD V1 **-- U603_ARATH); contains Interpro domain(s)  IPR007621  Protein of unknown function DUF477 ","AT1G54780","TLP18.3","thylakoid lumen 18.3 kDa protein; similar to Os05g0401100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055486.1); similar to unnamed protein product [Ostreococcus tauri] (GB:CAL57312.1); contains InterPro domain Protein of unknown function DUF477; (InterPro:IPR007621)",69.05,294,2e-105,379,99.31034483
"50","Solyc01g098830.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Solyc01g098910.2.1","Mitochondrial carrier protein (AHRD V1 ***- C5P0Z3_COCP7); contains Interpro domain(s)  IPR001993  Mitochondrial substrate carrier ","AT3G05290","PNC1","mitochondrial substrate carrier family protein; similar to mitochondrial substrate carrier family protein [Arabidopsis thaliana] (TAIR:AT5G27520.1); similar to Os05g0392700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055452.1); similar to Mitochondrial FAD carrier protein (ISS) [Ostreococcus tauri] (GB:CAL50155.1); contains InterPro domain Mitochondrial carrier protein; (InterPro:IPR002067); contains InterPro domain Mitochondrial substrate carrier; (InterPro:IPR001993)",76.08,301,4e-119,424,93.39622642
"52","Solyc01g100160.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Solyc01g100610.2.1","Solute carrier family 40 member 1 (AHRD V1 **-- S40A1_DANRE); contains Interpro domain(s)  IPR016196  Major facilitator superfamily, general substrate transporter ","AT5G26820","ATIREG3","ferroportin-related; similar to iron-responsive transporter-related [Arabidopsis thaliana] (TAIR:AT5G03570.1); similar to flagellar biosynthesis protein FLHA, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA98947.1); similar to Os12g0562100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067026.1)",65.19,540,0,707,91.62393162
"54","Solyc01g100890.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Solyc01g102340.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Solyc01g102600.2.1","Eukaryotic translation initiation factor 3 subunit 8-like protein (AHRD V1 ***- Q9LIL2_ARATH); contains Interpro domain(s)  IPR008905  Eukaryotic translation initiation factor 3 subunit 8, N-terminal ","AT3G56150","ATEIF3C-1","member of eIF3c - eukaryotic initiation factor 3c",69,300,1e-98,356,83.19327731
"57","Solyc01g102940.2.1","Methionine s-methyltransferase (AHRD V1 **** B9N0J3_POPTR); contains Interpro domain(s)  IPR015424  Pyridoxal phosphate-dependent transferase, major region ","AT5G49810","MMT","Arabidopsis thaliana methionine S-methyltransferase, an enzyme that catalyzes S  -methylmethionine formation.",69.42,1076,0,1543,98.98523985
"58","Solyc01g103570.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Solyc01g104020.2.1","Embryo-specific 3 (AHRD V1 ***- Q2HUA9_MEDTR); contains Interpro domain(s)  IPR010417  Embryo-specific 3 ","AT2G41475",NA,NA,57.89,152,3e-43,171,92.45283019
"60","Solyc01g104480.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Solyc01g105230.2.1","Calmodulin-binding transcription activator 2 (AHRD V1 **** Q0WNN4_ARATH); contains Interpro domain(s)  IPR005559  CG-1 ","AT5G64220",NA,"calmodulin binding; Identical to Calmodulin-binding transcription activator 2 (Signal-responsive protein 4) (Ethylene-induced calmodulin-binding protein c) (EICBP.c) (AtER66) (CMTA2) [Arabidopsis Thaliana] (GB:Q6NPP4;GB:Q9FMG3); similar to ethylene-responsive calmodulin-binding protein, putative (SR1) [Arabidopsis thaliana] (TAIR:AT2G22300.1); similar to EICBP.B (ETHYLENE INDUCED CALMODULIN BINDING PROTEIN), calmodulin binding / transcription regulator [Arabidopsis thaliana] (TAIR:AT5G09410.1); similar to anther ethylene-upregulated protein ER1, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF94398.1); similar to calmodulin-binding transcription activator [Brassica napus] (GB:AAM10969.1); similar to Putative calmodulin-binding protein similar to ER66 [Oryza sativa] (GB:AAM08530.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain IQ calmodulin-binding region; (InterPro:IPR000048)",50.14,1075,0,872,99.80787704
"62","Solyc01g105330.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Solyc01g105890.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Solyc01g106580.2.1","Unknown Protein (AHRD V1)","AT5G65810",NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G49720.2); similar to Os01g0144000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042001.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE78370.1); contains domain S-adenosyl-L-methionine-dependent methyltransferases (SSF53335)",71.6,257,4e-102,368,77.98165138
"65","Solyc01g107150.2.1","Zinc finger protein-like 1 (AHRD V1 ***- B6TBU8_MAIZE)","AT2G14835",NA,"zinc finger (C3HC4-type RING finger) family protein; similar to Hypothetical protein [Oryza sativa] (GB:AAK92653.1); similar to Os10g0346200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064398.1); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)",63.17,353,4e-126,447,99.42363112
"66","Solyc01g107650.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Solyc01g107800.2.1","Expressed protein (Fragment) (AHRD V1 *-*- B3VV16_POPTN); contains Interpro domain(s)  IPR006514  Protein of unknown function DUF579, plant ","AT5G67210",NA,"nucleic acid binding / pancreatic ribonuclease; similar to nucleic acid binding / pancreatic ribonuclease [Arabidopsis thaliana] (TAIR:AT3G50220.1); similar to Uncharacterized plant-specific domain 01627 [Medicago truncatula] (GB:ABE82263.1); contains InterPro domain Protein of unknown function DUF579, plant; (InterPro:IPR006514); contains InterPro domain Pancreatic ribonuclease; (InterPro:IPR001427)",55.45,303,2e-89,326,92.6984127
"68","Solyc01g108520.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Solyc01g109930.2.1","Inositol monophosphatase family protein (AHRD V1 **** D7MGB6_ARALY); contains Interpro domain(s)  IPR011809  Histidinol-phosphate phosphatase, putative, inositol monophosphatase ","AT4G39120","HISN7","inositol monophosphatase family protein; similar to VTC4, 3'(2'),5'-bisphosphate nucleotidase/ inositol or phosphatidylinositol phosphatase [Arabidopsis thaliana] (TAIR:AT3G02870.1); similar to Inositol monophosphatase; Histidinol-phosphate phosphatase, putative, inositol monophosphatase [Medicago truncatula] (GB:ABE79654.1); contains InterPro domain Histidinol-phosphate phosphatase, putative, inositol monophosphatase; (InterPro:IPR011809); contains InterPro domain Inositol monophosphatase; (InterPro:IPR000760)",74.56,287,3e-130,461,81.48148148
"70","Solyc01g111210.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Solyc01g111860.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Solyc02g014430.2.1","Equilibrative nucleoside transporter (AHRD V1 **** B9H200_POPTR); contains Interpro domain(s)  IPR002259  Delayed-early response protein/equilibrative nucleoside transporter ","AT4G05120","ATENT3","Encodes an equilibrative nucleoside transporter AtENT3.  Mutations of this locus allow mutants to grow on uridine analogue fluorouridine.",70.26,417,4e-153,538,99.04534606
"73","Solyc02g027080.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Solyc02g055370.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Solyc02g063520.2.1","Homeobox-leucine zipper protein 22 (AHRD V1 ***- D7MA03_ARALY); contains Interpro domain(s)  IPR003106  Leucine zipper, homeobox-associated ","AT4G37790","HAT22","Encodes homeobox protein HAT22.",52.54,276,2e-60,229,96.83794466
"76","Solyc02g064640.2.1","ADP-RIBOSYLATION FACTOR-like protein (AHRD V1 ***- Q8VY57_ARATH); contains Interpro domain(s)  IPR006688  ADP-ribosylation factor ","AT3G49870","ARLA1C","A member of ARF-like GTPase family. A thaliana has 21 members, in two subfamilies, ARF and ARF-like (ARL) GTPases.",93.48,184,1e-99,358,98.91891892
"77","Solyc02g065780.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Solyc02g068890.2.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MTZ6_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT4G19890",NA,NA,60.31,650,0,820,90.51603905
"79","Solyc02g069100.2.1","Cathepsin B (AHRD V1 ***- Q1HER6_NICBE); contains Interpro domain(s)  IPR015643  Peptidase C1A, cathepsin B ","AT1G02305",NA,"cathepsin B-like cysteine protease, putative; similar to cathepsin B-like cysteine protease, putative [Arabidopsis thaliana] (TAIR:AT1G02300.1); similar to Peptidase C1A, papain; Somatotropin hormone [Medicago truncatula] (GB:ABD32840.1); contains InterPro domain Peptidase, cysteine peptidase active site; (InterPro:IPR000169); contains InterPro domain Peptidase C1A, papain; (InterPro:IPR013128); contains InterPro domain Peptidase C1, propeptide; (InterPro:IPR012599); contains InterPro domain Peptidase C1A, papain C-terminal; (InterPro:IPR000668)",65.61,346,2e-128,456,96.33802817
"80","Solyc02g070040.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Solyc02g070630.2.1","60S ribosomal protein L18A (AHRD V1 *-*- B6T286_MAIZE)","AT1G17080",NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G53560.1); similar to Os01g0667100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043806.1); similar to Os05g0564800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056334.1); similar to Os01g0242900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042559.1); contains domain 60S RIBOSOMAL PROTEIN L18A (PTHR10052); contains domain 60S RIBOSOMAL PROTEIN L18A, PLANT (PTHR10052:SF2)",56.41,156,4e-30,127,98.06451613
"82","Solyc02g070680.2.1","Chromosome 3 open reading frame 19 ortholog (AHRD V1 *-*- Q0P5K9_BOVIN)","AT4G18260",NA,"cytochrome B561-related; similar to membrane protein, putative [Arabidopsis thaliana] (TAIR:AT2G30890.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE90100.1); contains InterPro domain Cytochrome b561 / ferric reductase transmembrane; (InterPro:IPR006593)",61.08,203,2e-57,218,93.83886256
"83","Solyc02g071930.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Solyc02g072080.1.1","U-box domain-containing protein 17 (AHRD V1 **-- PUB17_ARATH); contains Interpro domain(s)  IPR011989  Armadillo-like helical ","AT1G29340","ATPUB17","Has E3 ubiquitin ligase activity. Required for cell death and full resistance specified by Arabidopsis RPM1 and RPS4 resistance proteins  against Pseudomonas syringae pv tomato.",67.53,736,0,820,99.72413793
"85","Solyc02g076730.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Solyc02g076780.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Solyc02g077720.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Solyc02g077930.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Solyc02g079510.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Solyc02g080260.2.1","Homeobox leucine-zipper protein (AHRD V1 ***- Q8H962_ZINEL); contains Interpro domain(s)  IPR002913  Lipid-binding START ","AT4G04890","PDF2","Encodes a homeodomain protein that is expressed in the LI layer of the vegetative, floral and inflorescence meristems. Binds to the L1 box promoter element which is required in some proteins for L1 specific expression.",72,750,0,1061,97.34042553
"91","Solyc02g080350.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KUG5_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT1G77170",NA,"pentatricopeptide (PPR) repeat-containing protein; similar to binding [Arabidopsis thaliana] (TAIR:AT4G21065.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABE81261.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940)",56.17,454,3e-160,561,97.15536105
"92","Solyc02g081140.2.1","UBX domain-containing protein (AHRD V1 **-- D3B4P8_POLPA); contains Interpro domain(s)  IPR012989  SEP ","AT4G22150","PUX3","Arabidopsis thaliana CDC48-interacting UBX-domain protein (PUX3)",65.26,308,4e-97,351,99.3442623
"93","Solyc02g082930.2.1","Endochitinase (Chitinase) (AHRD V1 **** Q43184_SOLTU); contains Interpro domain(s)  IPR016283  Glycoside hydrolase, family 19  IPR000726  Glycoside hydrolase, family 19, catalytic ","AT3G12500","ATHCHIB","encodes a basic chitinase involved in ethylene/jasmonic acid mediated signalling pathway during systemic acquired resistance based on expression analyses.",63.64,242,3e-86,315,91.12903226
"94","Solyc02g083720.2.1","MLO-like protein 4 (AHRD V1 ***- B6TXU3_MAIZE); contains Interpro domain(s)  IPR004326  Mlo-related protein ","AT1G11000","ATMLO4","A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO4 belongs to the clade I, with AtMLO11 and AtMLO14. The gene is expressed during early seedling growth, in roots and lateral root primordia, in flower and fruit abscission zone, in vascular system of root, cotyledons and young leaves, it was not expressed in mature rosette leaves, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s).",50.51,487,1e-122,436,90.82397004
"95","Solyc02g084640.2.1","Aldehyde dehydrogenase (AHRD V1 **** Q71LY7_ORYSI); contains Interpro domain(s)  IPR012394  Aldehyde dehydrogenase NAD(P)-dependent  IPR015590  Aldehyde dehydrogenase ","AT4G36250","ALDH3F1","Encodes a putative aldehyde dehydrogenase. The gene is not responsive to osmotic stress and is expressed constitutively at a low level in plantlets and root cultures.",61.64,464,0,637,94.48979592
"96","Solyc02g084650.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Solyc02g084700.2.1","MORC family CW-type zinc finger 3 (AHRD V1 *--- Q4VBZ9_HUMAN); contains Interpro domain(s)  IPR003594  ATP-binding region, ATPase-like ","AT4G36280",NA,"ATP-binding region, ATPase-like domain-containing protein; similar to ATP-binding region, ATPase-like domain-containing protein [Arabidopsis thaliana] (TAIR:AT4G36270.1); similar to ATP-binding region, ATPase-like domain-containing protein [Arabidopsis thaliana] (TAIR:AT4G36290.1); similar to Os10g0181700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064253.1); similar to Unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAK70637.1); contains InterPro domain ATP-binding region, ATPase-like; (InterPro:IPR003594)",54.19,620,2e-178,622,92.71317829
"98","Solyc02g087850.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Solyc02g088630.2.1","Glycosyltransferase (AHRD V1 ***- B9IK47_POPTR); contains Interpro domain(s)  IPR002495  Glycosyl transferase, family 8 ","AT3G01040","GAUT13","Encodes a protein with  putative galacturonosyltransferase activity.",85.21,534,0,880,99.62616822
