"","ITAG","SGN_annotation","AGI","symbol","gene_name","X..identity","alignment.length","e.value","bit.score","percent.query.align"
"11","Solyc04g005910.2.1","Receptor like kinase, RLK","AT3G25560","NIK2","NIK2 (NSP-INTERACTING KINASE 2); protein kinase; similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G23950.1); similar to NIK1 (NSP-INTERACTING KINASE 1), kinase [Arabidopsis thaliana] (TAIR:AT5G16000.1); similar to NIK3 (NSP-INTERACTING KINASE 3), kinase [Arabidopsis thaliana] (TAIR:AT1G60800.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96908.1); similar to leucine-rich repeat receptor-like kinase [Populus tomentosa] (GB:ABG73621.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96874.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)",75.7,605,0,906,96.61835749
"12","Solyc04g063390.2.1","Chaperone protein dnaJ 10 (AHRD V1 **** B4G111_MAIZE); contains Interpro domain(s)  IPR003095  Heat shock protein DnaJ ","AT1G77020",NA,"DNAJ heat shock N-terminal domain-containing protein; similar to DNAJ heat shock N-terminal domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G76700.1); similar to Os09g0493800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063548.1); similar to DnaJ-like protein [Brassica juncea] (GB:AAW50121.1); similar to Os02g0555700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047124.1); contains InterPro domain Heat shock protein DnaJ; (InterPro:IPR003095); contains InterPro domain Heat shock protein DnaJ, N-terminal; (InterPro:IPR001623)",71.47,382,6e-160,560,99.47780679
"13","Solyc04g073990.2.1","Annexin (AHRD V1 ***- Q42657_CAPAN); contains Interpro domain(s)  IPR009118  Annexin, type plant ","AT1G35720","ANNAT1","Encodes a member of the annexin gene family, a diverse, multigene family of calcium-dependent, membrane-binding proteins. The protein was determined to have peroxidase activity. This activity is thought to be dependent on the presence of post-translational modifications (most likely phosphorylation). The protein was shown to be present as a mixture of monomer and homodimer. The homodimerization seems to be dependent on the presence of Ca2+ or H2O2. The dimerization was prevented by the addition of DTT, &#946;-mercaptoethanol and TCEP. Annat1 mRNA is expressed in flowers, roots,leaves and stems and is most abundant in stems. mRNA levels are increased in response to oxidative stress.  Developmental expression patterns suggest a role in Golgi-mediated polysaccharide secretion.",66.14,316,1e-122,436,99.04761905
"14","Solyc05g005700.2.1","Aldehyde dehydrogenase 1 (AHRD V1 **** Q84V96_LOTCO); contains Interpro domain(s)  IPR015590  Aldehyde dehydrogenase ","AT1G23800","ALDH2B","Encodes a mitochondrial aldehyde dehydrogenase; nuclear gene for mitochondrial product.",79.96,504,0,868,94.71698113
"15","Solyc05g007980.2.1","High affinity sulfate transporter 2 (AHRD V1 **** SUT2_STYHA); contains Interpro domain(s)  IPR001902  Sulphate anion transporter ","AT1G23090","AST91","Encodes AST91 mRNA for sulfate transporter.",76.33,621,0,960,95.82043344
"16","Solyc06g072360.2.1","Zinc finger protein (AHRD V1 *-*- Q764N7_MALDO); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type ","AT1G68130","AtIDD14","ATIDD14 (ARABIDOPSIS THALIANA INDETERMINATE(ID)-DOMAIN 14); nucleic acid binding / transcription factor/ zinc ion binding; similar to ATIDD16 (ARABIDOPSIS THALIANA INDETERMINATE(ID)-DOMAIN 16), nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] (TAIR:AT1G25250.1); similar to Os09g0449400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063321.1); similar to putative zinc finger protein ID1 [Oryza sativa (japonica cultivar-group)] (GB:BAD37964.1); contains InterPro domain Zinc finger, C2H2-type; (InterPro:IPR007087)",55.52,362,3e-97,352,89.3129771
"17","Solyc06g075500.2.1","Nitrate transporter (AHRD V1 **-* Q9SZY4_ARATH); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region ","AT3G45650","NAXT1","proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45680.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45660.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45710.1); similar to Major Facilitator Superfamily protein [Solanum demissum] (GB:AAT39312.2); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)",53.22,543,2e-154,542,98.52941176
"18","Solyc06g076820.1.1","Transcription factor (Fragment) (AHRD V1 *-** D6MKQ1_9ASPA); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type ","AT2G29660",NA,"zinc finger (C2H2 type) family protein; similar to zinc finger (C2H2 type) family protein [Arabidopsis thaliana] (TAIR:AT1G75710.1); similar to H0814G11.16 [Oryza sativa (indica cultivar-group)] (GB:CAJ86349.1); similar to CAA30374.1 protein [Oryza sativa] (GB:CAB53477.1); similar to Os03g0264600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049642.1); contains InterPro domain Zinc finger, C2H2-type; (InterPro:IPR007087)",55.31,320,8e-84,307,80.05249344
"19","Solyc07g006700.1.1","Pathogenesis-related protein PR-1 (AHRD V1 **-- B4FQY0_MAIZE); contains Interpro domain(s)  IPR002413  Ves allergen ","AT4G25780",NA,"pathogenesis-related protein, putative; similar to allergen V5/Tpx-1-related family protein [Arabidopsis thaliana] (TAIR:AT5G57625.1); similar to Allergen V5/Tpx-1 related [Medicago truncatula] (GB:ABE83411.1); contains InterPro domain Ves allergen; (InterPro:IPR002413); contains InterPro domain Allergen V5/Tpx-1 related; (InterPro:IPR001283)",64.94,154,2e-60,228,77.66497462
"20","Solyc07g007980.2.1","ATP binding / serine-threonine kinase (AHRD V1 **** C5DB71_VITVI); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT5G15080",NA,"protein kinase, putative; similar to kinase [Arabidopsis thaliana] (TAIR:AT3G28690.2); similar to protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G01300.1); similar to Os01g0588500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043435.1); similar to serine/threonine protein kinase-like [Solanum tuberosum] (GB:AAU89742.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)",62.19,402,1e-133,473,90.24943311
"21","Solyc07g052480.2.1","Isocitrate lyase (AHRD V1 **** Q9FQD2_IPOBA); contains Interpro domain(s)  IPR006254  Isocitrate lyase ","AT3G21720","ICL","isocitrate lyase, putative; Identical to Isocitrate lyase (EC 4.1.3.1) (Isocitrase) (Isocitratase) (ICL) (ICL) [Arabidopsis Thaliana] (GB:P28297;GB:Q41948;GB:Q9LSZ2); similar to mutase family protein [Arabidopsis thaliana] (TAIR:AT1G77060.1); similar to Isocitrate lyase (Isocitrase) (Isocitratase) (ICL) (GB:P17069); similar to Isocitrate lyase (Isocitrase) (Isocitratase) (ICL) (GB:P25248); similar to glyoxysomal isocitrate lyase [Brassica napus] (GB:CAA73792.1); contains InterPro domain Isocitrate lyase; (InterPro:IPR006254); contains InterPro domain Isocitrate lyase and phosphorylmutase; (InterPro:IPR000918)",81.42,576,0,936,99.65277778
"22","Solyc07g063820.2.1","Serine/threonine-protein kinase receptor (AHRD V1 **** B6U2B7_MAIZE); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT4G27290",NA,"S-locus protein kinase, putative; similar to ARK1 (A. THALIANA RECEPTOR KINASE I), kinase [Arabidopsis thaliana] (TAIR:AT1G65790.1); similar to S-locus protein kinase, putative [Arabidopsis thaliana] (TAIR:AT4G27300.1); similar to ARK3 (Arabidopsis Receptor Kinase 3), kinase [Arabidopsis thaliana] (TAIR:AT4G21380.1); similar to Protein kinase; S-locus glycoprotein; Curculin-like (mannose-binding) lectin; Apple-like [Medicago truncatula] (GB:ABE82224.1); similar to receptor kinase 5 [Brassica rapa] (GB:BAB69683.1); similar to EGF-like, subtype 2; S-locus glycoprotein; Curculin-like (mannose-binding) lectin; Apple-like; Serine/threonine protein kinase, active site [Medicago truncatula] (GB:ABE86763.1); contains InterPro domain Apple-like; (InterPro:IPR003609); contains InterPro domain S-locus glycoprotein; (InterPro:IPR000858); contains InterPro domain Curculin-like (mannose-binding) lectin; (InterPro:IPR001480); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain PAN-like, type 2; (InterPro:IPR013227); contains InterPro domain EGF-like, type 3; (InterPro:IPR000742); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)",51.11,814,0,818,96.98795181
"23","Solyc08g066840.2.1","Aquaporin-like protein (AHRD V1 ***- O65860_PICAB); contains Interpro domain(s)  IPR012269  Aquaporin ","AT2G25810","TIP4;1","TIP4;1 (tonoplast intrinsic protein 4;1); water channel; Identical to Aquaporin TIP4.1 (Tonoplast intrinsic protein 4.1) (Epsilon-tonoplast intrinsic protein) (Epsilon-TIP) (TIP4.1) [Arabidopsis Thaliana] (GB:O82316;GB:Q53XD1); similar to GAMMA-TIP (Tonoplast intrinsic protein (TIP) gamma), water channel [Arabidopsis thaliana] (TAIR:AT2G36830.1); similar to aquaglyceroporin; tonoplast intrinsic protein (TIPa) [Nicotiana tabacum] (GB:CAB40742.1); contains InterPro domain Aquaporin; (InterPro:IPR012269); contains InterPro domain Major intrinsic protein; (InterPro:IPR000425)",75.51,245,9e-95,342,98.38709677
"24","Solyc08g077060.2.1","Zinc finger protein LSD1 (AHRD V1 **-- Q6QUK7_ORYSJ); contains Interpro domain(s)  IPR005735  Zinc finger, LSD1-type ","AT1G32540","LOL1","Encodes a protein with 3 plant-specific zinc finger domains that acts as a positive regulator of cell death.",90.55,127,2e-51,197,86.30136986
"25","Solyc09g011080.2.1","Ribulose-1 5-bisphosphate carboxylase/oxygenase activase 1 (AHRD V1 **** Q9AXG1_GOSHI); contains Interpro domain(s)  IPR003959  ATPase, AAA-type, core ","AT2G39730","RCA","Rubisco activase, a nuclear-encoded chloroplast protein that consists of two isoforms arising from alternative splicing in most plants. Required for the light activation of rubisco.",77.73,440,0,728,99.09090909
"26","Solyc09g011750.2.1","Receptor-like protein kinase At5g59670 (AHRD V1 *-*- RLK7_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT5G59010",NA,"ATP binding / binding / protein kinase; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT3G54030.1); similar to TPR-containing protein kinase [Glycine max] (GB:AAX61123.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)",78.41,491,0,819,99.59349593
"27","Solyc09g082630.2.1","Acireductone dioxygenase (AHRD V1 **** Q08G57_PLAMJ); contains Interpro domain(s)  IPR004313  Acireductone dioxygenase, ARD ","AT5G43850","ARD4","ATARD4; acireductone dioxygenase (Fe2+-requiring)/ metal ion binding; Identical to 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 4 (EC 1.13.-.-) (Aci-reductone dioxygenase 4) (ARD4) [Arabidopsis Thaliana] (GB:Q8H185;GB:Q8LCE2;GB:Q9FG79); similar to ATARD2, metal ion binding [Arabidopsis thaliana] (TAIR:AT4G14710.2); similar to ARD-like protein [Brassica juncea] (GB:AAR03591.1); contains InterPro domain Cupin, RmlC-type; (InterPro:IPR011051); contains InterPro domain Cupin region; (InterPro:IPR007113); contains InterPro domain Acireductone dioxygenase, ARD; (InterPro:IPR004313)",75.66,189,1e-84,308,98.94736842
"28","Solyc09g083050.2.1","Fatty acid elongase 3-ketoacyl-CoA synthase (AHRD V1 **** Q6DUV5_BRANA); contains Interpro domain(s)  IPR012392  Very-long-chain 3-ketoacyl-CoA synthase ","AT2G26640","KCS11","beta-ketoacyl-CoA synthase, putative; Identical to 3-ketoacyl-CoA synthase 11 (EC 2.3.1.-) (EC 2.3.1.119) (KCS-11) (Very- long-chain fatty acid condensing enzyme 11) (VLCFA condensing enzyme 11) (KCS11) [Arabidopsis Thaliana] (GB:O48780); similar to beta-ketoacyl-CoA synthase, putative [Arabidopsis thaliana] (TAIR:AT5G43760.1); similar to beta-ketoacyl-CoA synthase, putative [Arabidopsis thaliana] (TAIR:AT1G04220.1); similar to very-long-chain fatty acid condensing enzyme, putative [Arabidopsis thaliana] (TAIR:AT1G19440.1); similar to fatty acid elongase 1-like protein [Limnanthes douglasii] (GB:AAG28600.1); similar to beta-ketoacyl-CoA-synthase [Marchantia polymorpha] (GB:AAO48425.1); similar to putative fatty acid elongase [Zea mays] (GB:CAC01441.1); contains InterPro domain FAE1/Type III polyketide synthase-like protein; (InterPro:IPR013601); contains InterPro domain Very-long-chain 3-ketoacyl-CoA synthase; (InterPro:IPR012392); contains InterPro domain Chalcone and stilbene synthases, C-terminal; (InterPro:IPR012328)",75.98,508,0,835,98.6381323
"29","Solyc09g091260.2.1","Receptor like kinase, RLK","AT5G63930",NA,"leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT2G33170.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT1G34110.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G17230.1); similar to Leucine Rich Repeat family protein [Solanum demissum] (GB:AAT40539.2); similar to Receptor-like protein kinase precursor (GB:P93194); similar to putative LRR receptor-like kinase [Oryza sativa (japonica cultivar-group)] (GB:BAC84715.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)",64.35,1066,0,1246,95.4012624
"30","Solyc10g007830.1.1","LRR receptor-like serine/threonine-protein kinase, RLP","AT2G42800","AtRLP29","leucine-rich repeat family protein; similar to TMM (TOO MANY MOUTHS), protein binding [Arabidopsis thaliana] (TAIR:AT1G80080.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAS72353.1); similar to putative leucine-rich repeat protein [Oryza sativa (japonica cultivar-group)] (GB:AAT47071.1); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090)",64.52,389,8e-118,420,86.00451467
"31","Solyc10g081560.1.1","Tropinone reductase I (AHRD V1 **-- Q9AR59_SOLTU); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase ","AT5G06060",NA,"tropinone reductase, putative / tropine dehydrogenase, putative; similar to tropinone reductase, putative / tropine dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G29290.1); similar to Tropinone reductase, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95188.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)",57.69,260,2e-83,305,97.73584906
"32","Solyc11g006360.1.1","Genomic DNA chromosome 3 P1 clone MZE19 (AHRD V1 ***- Q9LHE6_ARATH)","AT3G19990",NA,"binding; similar to hypothetical protein BB0394 [Bordetella bronchiseptica RB50] (GB:NP_886943.1); similar to Os02g0828500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048601.1); similar to Os02g0828200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048598.1); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)",68.14,113,4e-32,132,97.34513274
"33","Solyc11g040330.1.1","Endo-1 4-beta-xylanase (AHRD V1 **-- B6SW51_MAIZE); contains Interpro domain(s)  IPR013781  Glycoside hydrolase, subgroup, catalytic core ","AT4G38650",NA,"glycosyl hydrolase family 10 protein; similar to glycosyl hydrolase family 10 protein [Arabidopsis thaliana] (TAIR:AT4G38300.1); similar to Glycosyl hydrolase family 10 protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF94920.1); similar to Glycosyl hydrolase family 10 protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF94921.1); contains InterPro domain Glycoside hydrolase, family 10; (InterPro:IPR001000); contains InterPro domain Galactose-binding like; (InterPro:IPR008979)",57.97,533,0,647,95.27272727
"34","Solyc11g072580.1.1","Proton-dependent oligopeptide transport family protein (AHRD V1 **-- D7LMP9_ARALY); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region ","AT3G45650","NAXT1","proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45680.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45660.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45710.1); similar to Major Facilitator Superfamily protein [Solanum demissum] (GB:AAT39312.2); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)",51.91,549,2e-145,513,98.54545455
"35","Solyc12g006140.1.1","Chlorophyll a-b binding protein 37, chloroplastic (AHRD V1 ***- CB26_PETSP); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein ","AT2G05100","LHCB2","Lhcb2.1 protein encoding a subunit of the light harvesting complex II. Member of a gene family with high degree of sequence similarity. Initially LHCB2.3 was considered as a separate gene but appears to be an allele of LHCB2.1.",88.3,265,4e-139,490,99.2481203
"36","Solyc12g042600.1.1","UDP-glucosyltransferase family 1 protein (AHRD V1 ***- C6KI43_CITSI); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase ","AT2G36770",NA,"UDP-glucoronosyl/UDP-glucosyl transferase family protein; similar to UDP-glucoronosyl/UDP-glucosyl transferase family protein [Arabidopsis thaliana] (TAIR:AT2G36780.1); similar to DOGT1 (DON-GLUCOSYLTRANSFERASE), UDP-glycosyltransferase/ transferase, transferring glycosyl groups [Arabidopsis thaliana] (TAIR:AT2G36800.1); similar to UGT73C2 (UDP-glucosyl transferase 73C2), UDP-glycosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups [Arabidopsis thaliana] (TAIR:AT2G36760.1); similar to glucosyltransferase NTGT4 [Nicotiana tabacum] (GB:BAD93688.1); contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213)",55.28,483,8e-153,537,96.36363636
"37","Solyc12g056200.1.1","Glycosyltransferase-like protein (AHRD V1 **-- D8RX86_SELML); contains Interpro domain(s)  IPR006740  Protein of unknown function DUF604 ","AT4G11350",NA,"similar to fringe-related protein [Arabidopsis thaliana] (TAIR:AT4G23490.1); similar to hypothetical protein [Trifolium pratense] (GB:BAE71200.1); contains InterPro domain Protein of unknown function DUF604; (InterPro:IPR006740)",66.27,510,0,689,98.42829077
"38","Solyc12g056250.1.1","Glutathione S-transferase (AHRD V1 ***- Q9M558_EUPES); contains Interpro domain(s)  IPR017933  Glutathione S-transferase/chloride channel, C-terminal ","AT5G41210","ATGSTT1","Encodes glutathione transferase belonging to the theta class of GSTs. Naming convention according to Wagner et al. (2002).",63.56,236,3e-90,327,99.15611814
"39","Solyc12g056600.2.1","Short chain alcohol dehydrogenase (AHRD V1 **** O50038_TOBAC); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase ","AT1G52340","ABA2","Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.",50.49,206,5e-48,187,88.49557522
