"","ITAG","SGN_annotation","AGI","symbol","gene_name","X..identity","alignment.length","e.value","bit.score","percent.query.align"
"18","Solyc01g005790.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KKP4_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT1G10330",NA,"pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G66520.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABE89006.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)",50.22,458,3e-124,442,99.34640523
"19","Solyc01g005850.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Solyc01g006430.2.1","Omega-6 fatty acid desaturase (AHRD V1 **** Q461Q1_HEVBR); contains Interpro domain(s)  IPR005804  Fatty acid desaturase, type 1 ","AT3G12120","FAD2","Major enzyme responsible for the synthesis of 18:2 fatty acids in the endoplasmic reticulum. Contains His-rich motifs, which contribute to the interaction with the electron donor cytochrome b5.",73.89,383,1e-177,619,99.47916667
"21","Solyc01g007240.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Solyc01g007290.1.1","NAD(P)H-quinone oxidoreductase subunit J (AHRD V1 ***- NDHJ_TRIEI); contains Interpro domain(s)  IPR020396  NADH:ubiquinone oxidoreductase, 30 kDa subunit, conserved site  IPR001268  NADH:ubiquinone oxidoreductase, 30 kDa subunit ","ATCG00420","NDHJ","Encodes NADH dehydrogenase subunit J.  Its transcription is increased upon sulfur depletion.",89.24,158,9e-82,298,98.74213836
"23","Solyc01g007380.1.1","Apocytochrome f (AHRD V1 ***- D3WBH0_9AQUA); contains Interpro domain(s)  IPR002325  Cytochrome f ","ATCG00540","PETA","Encodes cytochrome f apoprotein; involved in photosynthetic electron transport chain; encoded by the chloroplast genome and is transcriptionally repressed by a nuclear gene HCF2.",89.38,320,5e-170,593,99.37694704
"24","Solyc01g007390.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Solyc01g007520.2.1","Photosystem II reaction center protein H (AHRD V1 ***- C6JT33_9MYRT); contains Interpro domain(s)  IPR001056  Photosystem II phosphoprotein PsbH ","ATCG00710","PSBH","Encodes a 8 kD phosphoprotein that is a component of the photosystem II oxygen evolving core. Its exact molecular function has not been determined but it may play a role in mediating electron transfer between the secondary quinone acceptors, QA and QB, associated with the acceptor side of PSII.",93.15,73,8e-34,138,97.2972973
"26","Solyc01g007690.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Solyc01g007700.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Solyc01g009000.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Solyc01g009390.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Solyc01g009730.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Solyc01g010460.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Solyc01g014290.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Solyc01g014500.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Solyc01g015220.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Solyc01g016330.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Solyc01g016710.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Solyc01g016950.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Solyc01g017230.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Solyc01g017330.1.1","Photosystem I P700 chlorophyll a apoprotein A1 (AHRD V1 ***- D3WCE1_NEROL); contains Interpro domain(s)  IPR001280  Photosystem I psaA and psaB ","ATCG00350","PSAA","Encodes psaA protein comprising the reaction center for photosystem I along with psaB protein; hydrophobic protein encoded by the chloroplast genome.",59.46,185,4e-52,199,98.56115108
"40","Solyc01g017340.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Solyc01g020250.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Solyc01g022770.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Solyc01g022780.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Solyc01g028970.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Solyc01g034160.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Solyc01g044250.1.1","Photosystem II CP43 chlorophyll apoprotein (AHRD V1 ***- B8R498_TRISU); contains Interpro domain(s)  IPR000932  Photosystem antenna protein-like ","ATCG00280","PSBC","chloroplast gene encoding a CP43 subunit of  the photosystem II reaction center. promoter contains a blue-light responsive element.",92.65,68,4e-32,132,90.54054054
"47","Solyc01g049700.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Solyc01g060190.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Solyc01g067210.2.1","Cullin 1-like protein C (AHRD V1 ***- A0ELU7_PETIN); contains Interpro domain(s)  IPR001373  Cullin, N-terminal ","AT1G43140",NA,"pseudogene, cullin family, low similarity to Hs-CUL-1 (Homo sapiens) GI:1381142; contains Pfam profile PF00888: Cullin family; contains a frameshift.  Could be a pseudogene, or a sequencing error may exist.; blastp match of 60% identity and 2.9e-260 P-value to GP|22335691|dbj|BAC10548.1||AB080190 cullin-like protein1 {Pisum sativum}",55.38,585,2e-176,615,94.03508772
"50","Solyc01g068250.2.1","WD-40 repeat family protein (AHRD V1 **-- Q1EPE0_MUSAC); contains Interpro domain(s)  IPR017986  WD40 repeat, region ","AT3G51930",NA,"transducin family protein / WD-40 repeat family protein; similar to transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT2G26490.1); similar to Os01g0946100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045381.1); similar to WD-40 repeat family protein [Musa acuminata] (GB:ABF70017.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046)",67.02,382,5e-130,461,87.52997602
"51","Solyc01g068490.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Solyc01g073750.2.1","Glucan synthase like 3 (AHRD V1 ***- D8R8I5_SELML); contains Interpro domain(s)  IPR003440  Glycosyl transferase, family 48 ","AT1G05570","ATGSL06","Encodes a callose synthase 1 catalytic subunit . Member of Glycosyltransferase Family- 48.",79.65,1808,0,2898,99.77765425
"53","Solyc01g079930.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Solyc01g080450.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Solyc01g081320.2.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M643_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT5G27460",NA,"pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G02150.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABD28679.1); similar to Os12g0527900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066910.1); similar to Os02g0796400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048388.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885)",50.45,442,6e-124,441,81.31021195
"56","Solyc01g090390.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LBT2_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT2G44880",NA,"pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G29230.1); similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G08070.1); similar to Asp/Glu racemase [Medicago truncatula] (GB:ABE92336.1); similar to Asp/Glu racemase; Polynucleotidyl transferase, Ribonuclease H fold [Medicago truncatula] (GB:ABE89255.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)",54.75,537,0,638,89.76510067
"57","Solyc01g090410.2.1","Palmitoyl protein thioesterase family protein (AHRD V1 **** D7LRP2_ARALY); contains Interpro domain(s)  IPR002472  Palmitoyl protein thioesterase ","AT3G60340",NA,"palmitoyl protein thioesterase family protein; similar to palmitoyl protein thioesterase family protein [Arabidopsis thaliana] (TAIR:AT5G47330.1); similar to putative palmitoyl-protein thioesterase [Tropaeolum majus] (GB:AAR92492.1); contains InterPro domain Palmitoyl protein thioesterase; (InterPro:IPR002472)",66.67,270,4e-113,404,82.97213622
"58","Solyc01g090560.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Solyc01g095140.2.1","Late embryogenesis abundant protein (Fragment) (AHRD V1 **-- B7TGG5_PINSY); contains Interpro domain(s)  IPR013990  Water Stress and Hypersensitive response ","AT1G01470","LEA14","Encodes late-embryogenesis abundant protein whose mRNA levels are induced in response to wounding and light stress. Might be involved in protection against dessication.",56.29,151,3e-45,177,91.30434783
"60","Solyc01g095150.2.1","Late embryogenesis abundant protein (Fragment) (AHRD V1 **-- B7TGE2_PINSY); contains Interpro domain(s)  IPR013990  Water Stress and Hypersensitive response ","AT2G46140",NA,"late embryogenesis abundant protein, putative / LEA protein, putative; Identical to Desiccation-related protein At2g46140 (LEA type-2 family protein At2g46140) [Arabidopsis Thaliana] (GB:O82355;GB:Q8LC67); similar to LEA14 (LATE EMBRYOGENESIS ABUNDANT 14) [Arabidopsis thaliana] (TAIR:AT1G01470.1); similar to Chain A, Solution Structure Of A Putative Late Embryogenesis Abundant (Lea) Protein At2g46140.1 (GB:1YYC); contains InterPro domain Late embryogenesis abundant protein 2; (InterPro:IPR004864)",61.49,148,7e-50,192,84
"61","Solyc01g095950.1.1","DNA-directed RNA polymerase subunit beta (AHRD V1 ***- B1NWE2_MANES); contains Interpro domain(s)  IPR015712  DNA-directed RNA polymerase, subunit 2 ","ATCG00190","RPOB","Chloroplast DNA-dependent RNA polymerase B subunit. The transcription of this gene is regulated by a nuclear encoded RNA polymerase. This gene has been transferred to mitochondrial genome during crucifer evolution.",76.29,97,3e-34,139,81.89655172
"62","Solyc01g096050.2.1","Transcription factor (AHRD V1 *--* Q9M4A8_MAIZE); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding ","AT1G01260",NA,"basic helix-loop-helix (bHLH) family protein; similar to basic helix-loop-helix (bHLH) family protein [Arabidopsis thaliana] (TAIR:AT2G46510.1); similar to Os01g0235700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042524.1); similar to bHLH protein -like [Oryza sativa (japonica cultivar-group)] (GB:BAD81265.1); contains InterPro domain Helix-loop-helix DNA-binding; (InterPro:IPR011598); contains InterPro domain Basic helix-loop-helix dimerisation region bHLH; (InterPro:IPR001092)",51.01,643,3e-164,575,99.669967
"63","Solyc01g097710.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Solyc01g097720.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Solyc01g097830.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Solyc01g098410.2.1","Receptor-like kinase (AHRD V1 *-** C0SW32_SOYBN); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT3G21630","CERK1","protein kinase family protein; similar to protein kinase family protein / peptidoglycan-binding LysM domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G51940.1); similar to LysM domain-containing receptor-like kinase 7 [Medicago truncatula] (GB:AAQ73158.1); similar to Nod-factor receptor 1a [Lotus japonicus] (GB:CAE02589.1); similar to Nod-factor receptor 1b [Lotus japonicus] (GB:CAE02590.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Peptidoglycan-binding LysM; (InterPro:IPR002482)",52.42,557,2e-157,553,91.33448873
"67","Solyc01g098430.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Solyc01g102690.2.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LSX0_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT3G49710",NA,"pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G22070.1); similar to Os02g0106300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045627.1); similar to Os09g0251500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062682.1); similar to pentatricopeptide (PPR) repeat-containing protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD52598.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)",63.17,706,0,927,88.86075949
"69","Solyc01g103140.2.1","Voltage-gated chloride channel (AHRD V1 **** Q96325_ARATH); contains Interpro domain(s)  IPR002251  Chloride channel plant CLC ","AT5G49890","ATCLC-C","member of Anion channel protein family",75.84,774,0,988,98.84020619
"70","Solyc01g103640.2.1","A_IG002N01.30 protein (Fragment) (AHRD V1 ***- O04624_ARATH); contains Interpro domain(s)  IPR001578  Peptidase C12, ubiquitin carboxyl-terminal hydrolase 1 ","AT4G24320",NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G71850.1); similar to Protein of unknown function DUF860, plant [Medicago truncatula] (GB:ABE93198.1); contains InterPro domain Protein of unknown function DUF860, plant; (InterPro:IPR008578)",56.64,226,7e-73,270,83.71212121
"71","Solyc01g103860.2.1","Ch-cobra (AHRD V1 ***- B7S746_CUNLA); contains Interpro domain(s)  IPR006918  Glycosyl-phosphatidyl inositol-anchored, plant ","AT1G09790","COBL6","phytochelatin synthetase-related; Identical to COBRA-like protein 6 precursor (COBL6) [Arabidopsis Thaliana] (GB:O04500); similar to phytochelatin synthetase family protein / COBRA cell expansion protein COBL3 [Arabidopsis thaliana] (TAIR:AT3G02210.1); similar to phytochelatin synthetase-like protein 2 [Sorghum bicolor] (GB:AAO17706.1); contains InterPro domain Phytochelatin synthetase-like conserved region; (InterPro:IPR006918)",58.99,395,1e-139,493,91.98113208
"72","Solyc01g104090.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Solyc01g106670.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Solyc01g108570.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Solyc02g005270.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Solyc02g011800.1.1","NAD(P)H-quinone oxidoreductase subunit 1 (AHRD V1 ***- D3WEI6_LIQST); contains Interpro domain(s)  IPR001694  NADH:ubiquinone oxidoreductase, subunit 1 ","ATCG01100","NDHA","NADH dehydrogenase ND1",63.29,158,7e-39,155,98.55072464
"77","Solyc02g011840.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Solyc02g011980.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Solyc02g025080.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Solyc02g030220.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Solyc02g033040.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Solyc02g036470.2.1","Drug/metabolite transporter (AHRD V1 ***- B4TLZ1_SALSV); contains Interpro domain(s)  IPR000620  Protein of unknown function DUF6, transmembrane ","AT3G02690",NA,"integral membrane family protein; similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAM92827.1); contains InterPro domain ssDNA-binding transcriptional regulator; (InterPro:IPR009044); contains InterPro domain Protein of unknown function DUF6, transmembrane; (InterPro:IPR000620)",74.1,332,2e-125,446,78.62232779
"83","Solyc02g055330.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Solyc02g055440.2.1","Genomic DNA chromosome 3 P1 clone MPN9 (AHRD V1 ***- Q9LT28_ARATH)","AT3G19800",NA,"similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE78177.1)",55.19,183,1e-54,209,81.81818182
"85","Solyc02g062670.2.1","Tubby-like F-box protein 5 (AHRD V1 ***- TLP5_ORYSJ); contains Interpro domain(s)  IPR000007  Tubby, C-terminal ","AT2G18280","AtTLP2","Member of TLP family",59.76,425,2e-131,465,99.51456311
"86","Solyc02g067200.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Solyc02g067590.1.1","DNA-directed RNA polymerase subunit beta (AHRD V1 ***- D3WC93_NELNU); contains Interpro domain(s)  IPR007642  RNA polymerase Rpb2, domain 2 ","ATCG00190","RPOB","Chloroplast DNA-dependent RNA polymerase B subunit. The transcription of this gene is regulated by a nuclear encoded RNA polymerase. This gene has been transferred to mitochondrial genome during crucifer evolution.",82.89,76,1e-31,130,94.93670886
"88","Solyc02g067980.2.1","Serine/threonine-protein phosphatase 2A regulatory subunit delta 1 isoform (AHRD V1 ***- Q0CAR1_ASPTN); contains Interpro domain(s)  IPR002554  Protein phosphatase 2A, regulatory B subunit, B56 ","AT3G26020",NA,"protein phosphatase type 2A regulator; Identical to Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' eta isoform (PP2A, B' subunit, eta isoform) (AtB' eta) (B'ETA) [Arabidopsis Thaliana] (GB:Q9LU89); similar to serine/threonine protein phosphatase 2A (PP2A) regulatory subunit B', putative [Arabidopsis thaliana] (TAIR:AT3G21650.1); similar to serine/threonine protein phosphatase 2A (PP2A) regulatory subunit B' (B'gamma) [Arabidopsis thaliana] (TAIR:AT4G15415.1); similar to serine/threonine protein phosphatase 2A (PP2A) regulatory subunit B', putative [Arabidopsis thaliana] (TAIR:AT1G13460.2); similar to H0811E11.3 [Oryza sativa (indica cultivar-group)] (GB:CAC09487.2); similar to protein phosphatase 2A regulatory subunit B' [Zea mays] (GB:AAY24686.1); similar to Os04g0485100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053130.1); contains InterPro domain Protein phosphatase 2A, regulatory B subunit, B56; (InterPro:IPR002554); contains InterPro domain Helix-turn-helix, Fis-type; (InterPro:IPR002197)",71.37,510,0,723,96.19047619
"89","Solyc02g068080.2.1","Voltage-gated chloride channel (AHRD V1 **** Q96325_ARATH); contains Interpro domain(s)  IPR002251  Chloride channel plant CLC ","AT3G27170","ATCLC-B","member of Anion channel protein family",79.06,769,0,1032,97.8343949
"90","Solyc02g068200.1.1","TCP family transcription factor (AHRD V1 *-** A6MCZ2_9ORYZ); contains Interpro domain(s)  IPR005333  Transcription factor, TCP ","AT3G27010","AT-TCP20","Belongs to a TCP protein transcription factor family. Members of this family contain a predicted basic-helix-loop-helix domain involved in DNA binding. Related to rice PCF1 and PCF2 genes. Binds to the GCCCR element of CYCB1;1. Involved in regulation of expression of cell cycle control and ribosomal protein genes.",53.73,255,2e-47,186,85.71428571
"91","Solyc02g069270.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Solyc02g069310.2.1","NPR1-2 protein (Fragment) (AHRD V1 ***- B8XQT6_SOYBN); contains Interpro domain(s)  IPR013069  BTB/POZ ","AT5G45110","ATNPR3","Encodes a paralog of NPR1.  Involved in negative regulation of defense responses against bacterial and oomycete pathogens.  npr3 mutants has elevated level of PR1 expression.  Interacts with TGA2, TGA3, TGA5 and TGA6 in yeast two hybrid assays.",58.48,525,6e-164,574,87.62886598
"93","Solyc02g069630.2.1","Subtilisin-like serine protease (AHRD V1 **-* Q948Q4_ARATH); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related ","AT4G20430",NA,"subtilase family protein; similar to subtilase family protein [Arabidopsis thaliana] (TAIR:AT1G30600.1); similar to subtilase family protein [Arabidopsis thaliana] (TAIR:AT5G44530.1); similar to SLP3 (Subtilisin-like serine protease 3), subtilase [Arabidopsis thaliana] (TAIR:AT2G19170.1); similar to Os06g0700000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058476.1); similar to Os01g0769200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044371.1); similar to meiotic serine proteinase [Lycopersicon esculentum] (GB:AAF13299.1); contains InterPro domain Protease-associated PA; (InterPro:IPR003137); contains InterPro domain Peptidase S8 and S53, subtilisin, kexin, sedolisin; (InterPro:IPR000209); contains InterPro domain Proteinase inhibitor I9, subtilisin propeptide; (InterPro:IPR010259); contains InterPro domain Proteinase inhibitor, propeptide; (InterPro:IPR009020)",69.31,821,0,1106,94.61988304
"94","Solyc02g069710.2.1","Sodium/calcium exchanger protein (AHRD V1 *-** B6K816_SCHJY); contains Interpro domain(s)  IPR004837  Sodium/calcium exchanger membrane region ","AT1G54115","ATCCX4","cation exchanger, putative; similar to CAX9 (CATION EXCHANGER 9), cation:cation antiporter [Arabidopsis thaliana] (TAIR:AT3G14070.1); similar to Sodium/calcium exchanger membrane re (GB:ABE92415.1); similar to Os03g0180000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049159.1); contains InterPro domain Sodium/calcium exchanger membrane region; (InterPro:IPR004837)",68.44,526,0,645,97.93233083
"95","Solyc02g070940.1.1","Chlorophyll a/b binding protein (AHRD V1 **** Q41422_SOLTU); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein ","AT1G29930","AB140","Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center.",88.76,267,3e-132,467,99.2481203
"96","Solyc02g072330.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Solyc02g073580.1.1","BZIP transcription factor (AHRD V1 **-- Q8W5R8_ORYSA)","AT4G18650",NA,"transcription factor-related; similar to ZW2 [Arabidopsis thaliana] (TAIR:AT1G58330.1); similar to predicted protein [Gossypium hirsutum] (GB:AAT64037.1)",51.79,224,9e-51,196,97.27272727
"98","Solyc02g077140.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Solyc02g078760.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Solyc02g079160.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Solyc02g079260.1.1","Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MHD4_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT4G13650",NA,"pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G09950.1); similar to pentatricopeptide, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA99524.2); similar to PPR1106-17 [Physcomitrella patens] (GB:BAD67156.2); similar to PPR986-12 [Physcomitrella patens] (GB:BAD67155.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)",58.02,979,0,1163,92.43140965
"102","Solyc02g080200.2.1","Pectinesterase (AHRD V1 ***- B9RXQ4_RICCO); contains Interpro domain(s)  IPR000070  Pectinesterase, catalytic ","AT1G11580","ATPMEPCRA","pectin methylesterase, putative; similar to pectin methylesterase, putative [Arabidopsis thaliana] (TAIR:AT1G11590.1); similar to pectin methylesterase [Sesbania rostrata] (GB:CAD29733.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Plant invertase/pectin methylesterase inhibitor; (InterPro:IPR007186); contains InterPro domain Pectinesterase; (InterPro:IPR000070); contains InterPro domain Pectinesterase inhibitor; (InterPro:IPR006501)",58.48,501,7e-162,567,98.3805668
"103","Solyc02g080210.2.1","Pectinesterase (AHRD V1 ***- B9RXQ4_RICCO); contains Interpro domain(s)  IPR000070  Pectinesterase, catalytic ","AT1G11580","ATPMEPCRA","pectin methylesterase, putative; similar to pectin methylesterase, putative [Arabidopsis thaliana] (TAIR:AT1G11590.1); similar to pectin methylesterase [Sesbania rostrata] (GB:CAD29733.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Plant invertase/pectin methylesterase inhibitor; (InterPro:IPR007186); contains InterPro domain Pectinesterase; (InterPro:IPR000070); contains InterPro domain Pectinesterase inhibitor; (InterPro:IPR006501)",58.21,560,0,637,99.63436929
