"","ITAG","SGN_annotation","AGI","symbol","gene_name","X..identity","alignment.length","e.value","bit.score","percent.query.align"
"13","Solyc02g089620.2.1","Proline dehydrogenase (AHRD V1 **** A1E289_ACTDE); contains Interpro domain(s)  IPR015659  Proline oxidase ","AT5G38710",NA,"proline oxidase, putative / osmotic stress-responsive proline dehydrogenase, putative; similar to ERD5 (EARLY RESPONSIVE TO DEHYDRATION 5, PROLINE OXIDASE), proline dehydrogenase [Arabidopsis thaliana] (TAIR:AT3G30775.1); similar to proline dehydrogenase [Glycine max] (GB:AAR86686.1); contains InterPro domain Proline dehydrogenase; (InterPro:IPR002872)",58,431,1e-150,530,85.91549296
"14","Solyc02g090310.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Solyc02g092370.1.1","GRAS family transcription factor (AHRD V1 **-- B9NAS9_POPTR); contains Interpro domain(s)  IPR005202  GRAS transcription factor ","AT4G37650","SGR7","Involved in radial organization of the root and shoot axial organs. Essential for normal shoot gravitropism. The protein moves in a highly specific manner from the cells of the stele in which it is synthesized outward.",59.66,533,2e-159,558,99.60629921
"16","Solyc03g005440.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Solyc03g005960.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Solyc03g007530.2.1","Multidrug resistance protein ABC transporter family (AHRD V1 **-- B9GX56_POPTR); contains Interpro domain(s)  IPR003439  ABC transporter-like ","AT3G59140","ATMRP14","member of MRP subfamily",66.28,1471,0,1950,99.86376022
"19","Solyc03g025190.2.1","Multidrug resistance protein mdtK (AHRD V1 **-- MDTK_YERP3); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE ","AT4G25640","ATDTX35","MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT4G00350.1); similar to Multi antimicrobial extrusion protein MatE [Medicago truncatula] (GB:ABE85324.1); similar to putative anthocyanin permease [Lycopersicon esculentum] (GB:AAQ55183.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)",72.19,471,0,652,92.70216963
"20","Solyc03g111120.2.1","Malate synthase (AHRD V1 ***- B9RAK0_RICCO); contains Interpro domain(s)  IPR001465  Malate synthase ","AT5G03860","MLS","Encodes a protein with malate synthase activity.",79,219,1e-106,382,88.97959184
"21","Solyc04g005910.2.1","Receptor like kinase, RLK","AT3G25560","NIK2","NIK2 (NSP-INTERACTING KINASE 2); protein kinase; similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G23950.1); similar to NIK1 (NSP-INTERACTING KINASE 1), kinase [Arabidopsis thaliana] (TAIR:AT5G16000.1); similar to NIK3 (NSP-INTERACTING KINASE 3), kinase [Arabidopsis thaliana] (TAIR:AT1G60800.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96908.1); similar to leucine-rich repeat receptor-like kinase [Populus tomentosa] (GB:ABG73621.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96874.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)",75.7,605,0,906,96.61835749
"22","Solyc04g014600.2.1","Universal stress protein family protein (AHRD V1 ***- D7L0F0_ARALY); contains Interpro domain(s)  IPR006016  UspA ","AT3G03270",NA,"universal stress protein (USP) family protein / early nodulin ENOD18 family protein; similar to universal stress protein (USP) family protein [Arabidopsis thaliana] (TAIR:AT3G53990.1); similar to Universal stress protein (Usp) [Medicago truncatula] (GB:ABE83259.1); contains InterPro domain Universal stress protein (Usp); (InterPro:IPR006015); contains InterPro domain UspA; (InterPro:IPR006016)",66.67,159,7e-45,176,96.93251534
"23","Solyc04g050170.2.1","Receptor like kinase, RLK","AT1G08590",NA,"similar to CLV1-like leucine rich repeat transmembrane receptor-like protein kinase (Ipomoea nil) (U77888)",64.86,996,0,1175,96.24876604
"24","Solyc04g050440.2.1","Ammonium transporter (AHRD V1 **** B9IPE2_POPTR); contains Interpro domain(s)  IPR001905  Ammonium transporter ","AT1G64780","AMT1;2","encodes an ammonium transporter gene",81.5,481,0,664,92.23300971
"25","Solyc04g050570.2.1","GDSL esterase/lipase At5g33370 (AHRD V1 ***- GDL79_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL ","AT5G33370",NA,"GDSL-motif lipase/hydrolase family protein; similar to ATLTL1/LTL1 (LI-TOLERANT LIPASE 1), carboxylic ester hydrolase [Arabidopsis thaliana] (TAIR:AT3G04290.1); similar to GSDL-motif lipase [Agave americana] (GB:AAS75127.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)",73.75,339,1e-157,552,92.85714286
"26","Solyc04g054930.2.1","Trehalose-6-phosphate phosphatase-like protein (AHRD V1 ***- Q9LX18_ARATH); contains Interpro domain(s)  IPR003337  Trehalose-phosphatase ","AT5G10100",NA,"trehalose-6-phosphate phosphatase, putative; similar to trehalose-6-phosphate phosphatase, putative [Arabidopsis thaliana] (TAIR:AT5G65140.1); similar to 117M18_9 [Brassica rapa] (GB:AAZ66928.1); contains InterPro domain Trehalose-phosphatase; (InterPro:IPR003337); contains InterPro domain HAD-superfamily hydrolase subfamily IIB; (InterPro:IPR006379)",74.67,300,2e-128,455,92.7672956
"27","Solyc04g080710.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Solyc04g082280.2.1","AT1G76250-like protein (Fragment) (AHRD V1 *-*- D6PP03_9BRAS)","AT1G76250",NA,"similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAD03819.1)",67.72,347,3e-138,488,78.10383747
"29","Solyc05g013850.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Solyc05g014380.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Solyc05g040040.1.1","F-box protein GID2 (AHRD V1 ***- B6SU06_MAIZE); contains Interpro domain(s)  IPR001810  Cyclin-like F-box ","AT5G48170","SLY2","encodes an F-box protein whose protein sequence is similar to SLY1, which belongs to SCF-SLY1 E3 ligase complex. SCF-SLY1 E3 ligase degrades DELLA proteins that are involved in promoting growth. Overexpression of SLY2 can partially compensate sly1-10 mutant phenotype of dwarfism.",53.1,145,1e-31,131,92.81045752
"32","Solyc05g051270.2.1","Cysteine-rich repeat secretory protein 60 (AHRD V1 ***- CRR60_ARATH); contains Interpro domain(s)  IPR002902  Protein of unknown function DUF26 ","AT5G37660","PDLP7","receptor-like protein kinase-related; similar to 33 kDa secretory protein-related [Arabidopsis thaliana] (TAIR:AT2G01660.1); similar to Os04g0537800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053427.1); similar to receptor-like protein kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD25786.1); contains InterPro domain Protein of unknown function DUF26; (InterPro:IPR002902)",59.06,254,2e-69,259,88.61209964
"33","Solyc05g052240.2.1","Chalcone--flavonone isomerase (AHRD V1 ***- B4G1R6_MAIZE); contains Interpro domain(s)  IPR003466  Chalcone isomerase, subgroup ","AT5G05270",NA,"chalcone-flavanone isomerase family protein; similar to TT5 (TRANSPARENT TESTA 5), chalcone isomerase [Arabidopsis thaliana] (TAIR:AT3G55120.1); similar to Os12g0115700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065990.1); similar to putative chalcone isomerase 4 [Glycine max] (GB:AAT94362.1); similar to Os11g0116300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065587.1); contains InterPro domain Chalcone-flavanone isomerase; (InterPro:IPR003466)",64.25,193,7e-60,226,98.45360825
"34","Solyc05g053550.2.1","Chalcone synthase (AHRD V1 ***- C5IWS6_NICAL); contains Interpro domain(s)  IPR011141  Polyketide synthase, type III ","AT5G13930","ATCHS","Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism.",85.23,386,0,696,98.46153846
"35","Solyc06g035580.2.1","Choline dehydrogenase (AHRD V1 ***- C0G363_9RHIZ); contains Interpro domain(s)  IPR012132  Glucose-methanol-choline oxidoreductase ","AT5G51950",NA,"glucose-methanol-choline (GMC) oxidoreductase family protein; similar to glucose-methanol-choline (GMC) oxidoreductase family protein [Arabidopsis thaliana] (TAIR:AT5G51930.1); similar to glucose-methanol-choline (GMC) oxidoreductase family protein [Arabidopsis thaliana] (TAIR:AT3G56060.1); similar to putative mandelonitrile lyase [Oryza sativa (japonica cultivar-group)] (GB:BAD29242.1); similar to Os04g0573100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053612.1); contains InterPro domain GMC oxidoreductase; (InterPro:IPR007867); contains InterPro domain Glucose-methanol-choline oxidoreductase; (InterPro:IPR000172); contains InterPro domain Alcohol oxidase; (InterPro:IPR012132)",58.17,557,5e-174,607,94.86725664
"36","Solyc06g051460.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Solyc06g065740.2.1","Golgi SNAP receptor complex member 1 (AHRD V1 ***- B5X829_SALSA); contains Interpro domain(s)  IPR007705  Vesicle transport v-SNARE ","AT1G15880","GOS11","Golgi SNARE 11 protein (GOS11)",75.89,224,5e-96,346,99.0990991
"38","Solyc06g075500.2.1","Nitrate transporter (AHRD V1 **-* Q9SZY4_ARATH); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region ","AT3G45650","NAXT1","proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45680.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45660.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45710.1); similar to Major Facilitator Superfamily protein [Solanum demissum] (GB:AAT39312.2); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)",53.22,543,2e-154,542,98.52941176
"39","Solyc06g076270.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Solyc07g009130.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Solyc07g020960.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Solyc07g063070.1.1","DNA-binding WRKY VQ (AHRD V1 ***- Q2HTS9_MEDTR); contains Interpro domain(s)  IPR008889  VQ ","AT1G28280",NA,"VQ motif-containing protein; similar to VQ motif-containing protein [Arabidopsis thaliana] (TAIR:AT2G33780.1); similar to DNA-binding WRKY; VQ [Medicago truncatula] (GB:ABD32365.1); contains InterPro domain VQ; (InterPro:IPR008889)",57.36,197,4e-42,167,77.35042735
"43","Solyc07g065880.2.1","Kinesin (AHRD V1 *-*- Q5MNW6_GOSHI); contains Interpro domain(s)  IPR001752  Kinesin, motor region ","AT3G44730","ATKP1","kinesin motor protein-related; similar to microtubule motor [Arabidopsis thaliana] (TAIR:AT2G47500.1); similar to ATK4 (ARABIDOPSIS THALIANA KINESIN 4), microtubule motor [Arabidopsis thaliana] (TAIR:AT5G27000.1); similar to Kinesin-4, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95490.1); similar to Calponin-like actin-binding; Kinesin, motor re (GB:ABE84966.1); similar to Calponin-like actin-binding; Kinesin, motor re (GB:ABE83078.1); contains InterPro domain Kinesin, motor region; (InterPro:IPR001752); contains InterPro domain Calponin-like actin-binding; (InterPro:IPR001715)",55.83,1184,0,1118,88.31886346
"44","Solyc07g066010.2.1","Amino acid permease (AHRD V1 **** B9N5L8_POPTR); contains Interpro domain(s)  IPR013057  Amino acid transporter, transmembrane ","AT5G23810","AAP7","Encodes nonfunctional amino acid transporter.  AAP7 is the most distantly related member of the AAP family, a group of well characterized amino acid transporters within the ATF1 superfamily. Expression of this gene has not been detected with RNA gel blots or promoter GUS studies.",64.15,424,4e-155,544,91.02844639
"45","Solyc08g006110.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Solyc08g067940.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Solyc08g077820.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Solyc08g078380.2.1","CigA protein (AHRD V1 *-*- Q9HGR6_MUCCI)","AT4G17430",NA,"similar to hypothetical protein 31.t00055 [Brassica oleracea] (GB:ABD65093.1)",62.13,441,3e-146,515,87.2983871
"49","Solyc08g079690.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Solyc08g080080.2.1","WD-repeat cell cycle regulatory protein (AHRD V1 **-- Q9M7I2_MEDTR); contains Interpro domain(s)  IPR017986  WD40 repeat, region ","AT4G22910","CCS52A1","signal transducer; similar to WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT4G11920.1); similar to cell cycle switch protein CCS52a [Lupinus luteus] (GB:AAQ54906.1); similar to cell cycle switch protein CCS52A [Lotus corniculatus var. japonicus] (GB:AAY58271.1); similar to cell cycle switch protein [Medicago sativa subsp. x varia] (GB:AAD22612.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain Cdc20/Fizzy; (InterPro:IPR000002); contains InterPro domain Nitrous oxide reductase, N-terminal; (InterPro:IPR011045)",79.5,439,0,686,90.66390041
"51","Solyc09g005880.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Solyc09g009420.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Solyc09g014350.2.1","Glycerol-3-phosphate acyltransferase 6 (AHRD V1 **** D7LKT2_ARALY); contains Interpro domain(s)  IPR002123  Phospholipid/glycerol acyltransferase ","AT2G38110","ATGPAT6","Encodes a protein with glycerol-3-phosphate acyltransferase activity.",74.9,498,0,706,97.22772277
"54","Solyc09g059170.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Solyc09g059550.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Solyc09g075680.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Solyc09g092760.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Solyc10g076730.1.1","Pectinesterase (AHRD V1 ***- A9NW72_PICSI); contains Interpro domain(s)  IPR006501  Pectinesterase inhibitor ","AT2G01610",NA,"invertase/pectin methylesterase inhibitor family protein; similar to invertase/pectin methylesterase inhibitor family protein [Arabidopsis thaliana] (TAIR:AT1G14890.1); similar to pectin methylesterase inhibitor isoform [Solanum phureja] (GB:ABG49144.1); contains InterPro domain Plant invertase/pectin methylesterase inhibitor; (InterPro:IPR007186); contains InterPro domain Pectinesterase inhibitor; (InterPro:IPR006501)",53.71,175,1e-47,186,76.77725118
"59","Solyc11g006650.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Solyc11g008080.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Solyc11g012700.1.1","Oligopeptide transporter 9 (AHRD V1 ***- B6SVF4_MAIZE); contains Interpro domain(s)  IPR004648  Tetrapeptide transporter, OPT1/isp4 ","AT4G16370","ATOPT3","oligopeptide transporter",84.69,725,0,1280,95.76719577
"62","Solyc11g066580.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Solyc11g069350.1.1","Zinc finger family protein (AHRD V1 **-- D7MTV5_ARALY); contains Interpro domain(s)  IPR011016  Zinc finger, RING-CH-type ","AT5G60580",NA,"protein binding / zinc ion binding; similar to zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana] (TAIR:AT3G09760.1); similar to Os06g0677300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058355.1); similar to zinc finger (C3HC4-type RING finger) protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD45521.1); contains InterPro domain RINGv; (InterPro:IPR011016); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)",59.96,457,4e-137,485,84.73282443
"64","Solyc12g056510.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Solyc12g098590.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
