"Row.names"	"logFC"	"logCPM"	"PValue"	"SGN_annotation"	"AGI"	"symbol"	"gene_name"	"X..identity"	"alignment.length"	"e.value"	"bit.score"	"percent.query.align"
"Solyc00g011160.1.1"	-8.06553109157204	11.4978002444543	6.04689037480549e-21	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g011170.1.1"	-4.8491242312231	10.4605797112246	5.27648846089561e-11	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g012430.1.1"	-6.0891752730797	9.2632875426461	1.20174856756455e-14	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g012440.1.1"	-6.15439390374512	13.4952959660194	3.87571205087249e-15	"TO54-2 (Fragment) (AHRD V1 ***- Q3LVL5_TAROF)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g013150.1.1"	-1.69266720837779	6.9975107139511	0.00980833352911786	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g013160.1.1"	-2.82858056583237	4.74858569782706	8.37670658553747e-05	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g013180.1.1"	-2.24625822083857	8.06757584304348	0.000684264113759398	"NADH-ubiquinone oxidoreductase chain 4 (AHRD V1 ***- Q5M9Z8_TOBAC); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase "	"ATMG00580"	"NAD4"	"NADH dehydrogenase subunit 4"	92.91	141	7e-70	259	79.0960452
"Solyc00g014800.1.1"	-1.79580997248193	3.13975212701837	0.0211724905838657	"Zinc-finger protein 1 (AHRD V1 *-*- D7KX25_ARALY); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g014830.2.1"	-1.48347983338645	8.10349940902273	0.0215382742080466	"NADH-quinone oxidoreductase subunit D (AHRD V1 ***- C4YU74_9RICK); contains Interpro domain(s)  IPR010219  NADH dehydrogenase I, D subunit "	"ATMG00510"	"NAD7"	"NADH dehydrogenase subunit 7"	94.67	394	0	778	99.49367089
"Solyc00g014840.1.1"	-1.624890494661	5.43600947570585	0.0154893887308325	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g019960.1.1"	-1.58372310318119	5.7070593155641	0.016932921423112	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g019990.1.1"	-3.03963360903069	5.0975730087907	1.9972185115927e-05	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g026160.2.1"	-1.61466506540377	3.68606364220671	0.0455582061737454	"Ferric reductase oxidase (AHRD V1 **** D6RVS5_HORVU); contains Interpro domain(s)  IPR013121  Ferric reductase, NAD binding "	"AT5G23980"	"ATFRO4"	"Encodes a ferric chelate reductase that is expressed at low levels in roots,shoots and cotyledons, but not flowers. Its transcription is regulated by FIT1."	58.46	455	3e-140	495	99.5505618
"Solyc00g036540.1.1"	-2.04146274829225	4.94846268845929	0.00340652340847397	"50S ribosomal protein L2 chloroplastic (AHRD V1 *-*- A6YA71_9MAGN); contains Interpro domain(s)  IPR002171  Ribosomal protein L2 "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g050430.2.1"	2.55287376892342	6.79913358696366	0.000117216956079418	"BHLH transcription factor (AHRD V1 *-*- A9YWR2_MEDTR); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g068970.2.1"	-7.38072465874948	13.3034493618934	4.98731133144141e-19	"Cytochrome P450 like_TBP (AHRD V1 ***- O04892_TOBAC)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g068980.1.1"	-3.45256662754414	9.18871488114513	6.38605570821294e-07	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g071180.2.1"	-11.0004755460373	6.81309247639518	9.00470527919039e-18	"Cysteine proteinase inhibitor (AHRD V1 *-** Q2VY67_9ERIC); contains Interpro domain(s)  IPR000010  Proteinase inhibitor I25, cystatin "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g094520.1.1"	-2.11395456819842	3.07076146290582	0.0101358147020719	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g094540.1.1"	-2.7283731921849	5.20832043561367	0.000113338324185742	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g099580.1.1"	-1.78443655811502	6.59569758667041	0.00682381244254814	"Gamma-glutamyltranspeptidase (AHRD V1 ***- D4Z6K6_SPHJU); contains Interpro domain(s)  IPR000101  Gamma-glutamyltranspeptidase "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g102000.1.1"	-7.09815809877233	12.2908633366567	4.38383059676002e-18	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g118690.1.1"	-1.42571686838148	5.63627154816371	0.0303836101024326	"NADH-ubiquinone oxidoreductase chain 1 (AHRD V1 ***- Q5MA12_TOBAC); contains Interpro domain(s)  IPR001694  NADH:ubiquinone oxidoreductase, subunit 1 "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g121730.1.1"	-5.17328065416543	6.41453307341501	4.01123975827494e-11	"&aposchromo&apos domain containing protein (AHRD V1 *--- Q6L3Q3_SOLDE); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g125980.1.1"	-2.63743924162577	4.03983934736802	0.000323008943794782	"NADH-ubiquinone oxidoreductase chain 2 (AHRD V1 ***- NU2M_BETVU)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g126000.1.1"	-1.82980335979418	3.06018908913165	0.0196179463050452	"NADH-ubiquinone oxidoreductase chain 2 (AHRD V1 ***- NU2M_BETVU)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g127660.2.1"	-2.28475259957051	4.16682432911518	0.00138444364027625	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g131710.1.1"	-5.27515841597724	8.68325327274217	4.21954152861433e-12	"Pol polyprotein (AHRD V1 *-*- POL_MLVFP); contains Interpro domain(s)  IPR001584  Integrase, catalytic core "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g187050.2.1"	-5.69759325088765	6.775661736005	1.73443660886116e-12	"Leucyl aminopeptidase (AHRD V1 ***- D7DWG6_NOSA0); contains Interpro domain(s)  IPR011356  Peptidase M17, leucyl aminopeptidase "	"AT4G30920"	NA	"cytosol aminopeptidase family protein; Identical to Leucine aminopeptidase 3, chloroplast precursor (EC 3.4.11.1) (LAP 3) (Leucyl aminopeptidase 3) (Proline aminopeptidase 3) (EC 3.4.11.5) (Prolyl aminopeptidase 3) [Arabidopsis Thaliana] (GB:Q944P7;GB:O65557); similar to cytosol aminopeptidase [Arabidopsis thaliana] (TAIR:AT2G24200.1); similar to cytosol aminopeptidase family protein [Arabidopsis thaliana] (TAIR:AT4G30910.1); similar to Leucine aminopeptidase 2, chloroplast precursor (LAP 2) (Leucyl aminopeptidase 2) (Proline aminopeptidase 2) (Prolyl aminopeptidase 2) (GB:Q42876); similar to neutral leucine aminopeptidase preprotein; preLAP-N; metallo-exopeptidase; leucyl aminopeptidase; LAP [Lycopersicon esculentum] (GB:AAO15916.1); similar to Cytosol aminopeptidase family, catalytic domain, putative [Medicago truncatula] (GB:ABE88725.1); contains InterPro domain Peptidase M17, leucyl aminopeptidase, N-terminal; (InterPro:IPR008283); contains InterPro domain Peptidase M17, leucyl aminopeptidase, C-terminal; (InterPro:IPR000819)"	66.39	488	4e-177	617	95.08840864
"Solyc00g195360.1.1"	-3.16455659389721	5.43292350285819	9.90533571312305e-06	"Serine/threonine-protein phosphatase 7 long form homolog (AHRD V1 **-- PPP7L_ARATH); contains Interpro domain(s)  IPR019557  Aminotransferase-like, plant mobile domain "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g206460.1.1"	-3.22336831669561	5.72530754151211	6.58152541523189e-06	"Os06g0220000 protein (Fragment) (AHRD V1 **-- Q0DDJ2_ORYSJ); contains Interpro domain(s)  IPR006766  Phosphate-induced protein 1 conserved region "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g277510.1.1"	-1.82613399503476	5.79644243347566	0.00635402413712912	"Photosystem Q(B) protein (AHRD V1 ***- Q95B48_PRUPE); contains Interpro domain(s)  IPR000484  Photosynthetic reaction centre, L/M "	"ATCG00020"	"PSBA"	"Encodes chlorophyll binding protein D1, a part of the photosystem II reaction center core"	91.04	67	4e-23	102	97.01492537
"Solyc00g282510.1.1"	-2.15372485269878	2.4021170651459	0.0208367447173927	"Phenylalanine ammonia-lyase (AHRD V1 ***- B5LAW0_CAPAN); contains Interpro domain(s)  IPR005922  Phenylalanine ammonia-lyase "	"AT2G37040"	"ATPAL1"	"encodes a protein similar to phenylalanine ammonia-lyase"	80.55	581	0	1013	97.97297297
"Solyc01g005120.2.1"	1.64533530881285	4.36987553134683	0.014879175469551	"Xyloglucan endotransglucosylase/hydrolase 13 (AHRD V1 **** C0IRH2_ACTDE); contains Interpro domain(s)  IPR016455  Xyloglucan endotransglucosylase/hydrolase "	"AT1G14720"	"ATXTH28"	"member of Glycoside Hydrolase Family 16"	68.54	302	1e-127	452	89.28571429
"Solyc01g005270.2.1"	-1.87009776505152	5.59642174147193	0.0054223769064772	"SEC14 cytosolic factor family protein (AHRD V1 **-- D7M8H6_ARALY); contains Interpro domain(s)  IPR001251  Cellular retinaldehyde-binding/triple function, C-terminal "	"AT1G14820"	NA	"SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein; similar to SEC14 cytosolic factor, putative / phosphoglyceride transfer protein, putative [Arabidopsis thaliana] (TAIR:AT1G01630.1); similar to Cellular retinaldehyde binding/alpha-tocopherol transport; Cellular retinaldehyde-binding/triple function, N-terminal [Medicago truncatula] (GB:ABE80207.1); contains InterPro domain Phosphatidylinositol transfer protein-like, N-terminal; (InterPro:IPR011074); contains InterPro domain Cellular retinaldehyde-binding/triple function, C-terminal; (InterPro:IPR001251)"	66.24	237	1e-93	339	97.51037344
"Solyc01g005600.2.1"	-2.42233451564433	5.24616994527449	0.000484329952250117	"Adenosine 5&apos-phosphosulfate reductase 8 (AHRD V1 ***- Q5EUC2_MAIZE); contains Interpro domain(s)  IPR017936  Thioredoxin-like "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g005790.1.1"	-2.01029403956446	2.96960720608028	0.0129009644825685	"Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KKP4_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat "	"AT1G10330"	NA	"pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G66520.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABE89006.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"	50.22	458	3e-124	442	99.34640523
"Solyc01g005910.2.1"	2.64658327276047	2.89827391154463	0.0098679950175637	"Acid phosphatase/vanadium-dependent haloperoxidase related (AHRD V1 *--- B2A528_NATTJ); contains Interpro domain(s)  IPR003832  Acid phosphatase/vanadium-dependent haloperoxidase related "	"AT3G12685"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G24350.1); similar to Acid phosphatase/vanadium-dependent haloperoxidase related [Medicago truncatula] (GB:ABE86902.1); contains InterPro domain Acid phosphatase/vanadium-dependent haloperoxidase; (InterPro:IPR008934); contains InterPro domain Acid phosphatase/vanadium-dependent haloperoxidase related; (InterPro:IPR003832)"	52.4	208	6e-42	167	77.52808989
"Solyc01g006320.2.1"	1.55384114194476	3.83009904118429	0.0290856610042069	"Non-race specific disease resistance protein 1-like protein b (AHRD V1 ***- D2CFI3_COFAR); contains Interpro domain(s)  IPR010847  Harpin-induced 1 "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g006340.2.1"	-4.03907403463146	4.47422501071452	1.37647786722138e-07	"ATP dependent RNA helicase (AHRD V1 ***- B3LKV6_YEAS1); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal "	"AT3G02065"	NA	"ATP binding / ATP-dependent helicase; Identical to DEAD-box ATP-dependent RNA helicase 41 (EC 3.6.1.-) (RH41) [Arabidopsis Thaliana] (GB:Q3EBD3;GB:Q8VZ85); similar to DEAD box RNA helicase, putative [Arabidopsis thaliana] (TAIR:AT2G42520.1); similar to putative DEAD box [Oryza sativa (japonica cultivar-group)] (GB:BAD15860.1); contains InterPro domain DEAD/DEAH box helicase; (InterPro:IPR001410); contains InterPro domain Zinc finger, HIT-type; (InterPro:IPR007529); contains InterPro domain DEAD/DEAH box helicase, N-terminal; (InterPro:IPR011545); contains InterPro domain Helicase, C-terminal; (InterPro:IPR001650)"	65.1	510	0	692	98.25242718
"Solyc01g006400.2.1"	-1.63163523091796	8.82523126812036	0.0116502511125578	"Cysteine-rich extensin-like protein-4 (AHRD V1 *-*- Q08197_TOBAC)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g006490.2.1"	-5.53722452500883	6.49549389635709	3.26907091218936e-12	"Protein YdiU (AHRD V1 ***- B5N5F2_SALET); contains Interpro domain(s)  IPR003846  Uncharacterised protein family UPF0061 "	"AT5G13030"	NA	"similar to Os06g0320700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057514.1); similar to hypothetical protein ebA6654 [Azoarcus sp. EbN1] (GB:YP_160826.1); contains InterPro domain Protein of unknown function UPF0061; (InterPro:IPR003846)"	77.64	568	0	959	98.60869565
"Solyc01g006940.2.1"	-2.37036511381414	6.96223844119865	0.000409861428278371	"Poly(U)-binding-splicing factor PUF60 (AHRD V1 *--* PUF60_BOVIN); contains Interpro domain(s)  IPR003954  RNA recognition, region 1 "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g007100.2.1"	-1.42898450095373	4.7800078698028	0.0375974849067283	"Digalactosyldiacylglycerol synthase 1, chloroplastic (AHRD V1 ***- DGDG1_LOTJA); contains Interpro domain(s)  IPR001296  Glycosyl transferase, group 1 "	"AT3G11670"	"DGD1"	"Responsible for the final assembly of galactolipids in photosynthetic membranes.  Provides stability to the PS I core complex (e.g. subunits PsaD, PsaE)."	66.96	787	0	1059	96.26769627
"Solyc01g007280.2.1"	-2.11142435552777	6.24157114761828	0.00170659407730656	"30S ribosomal protein S4 chloroplastic (AHRD V1 ***- B5MF80_PETIN); contains Interpro domain(s)  IPR005709  Ribosomal protein S4, bacterial-type "	"ATCG00380"	"RPS4"	"Chloroplast encoded ribosomal protein S4"	88.06	201	9e-98	352	99.00990099
"Solyc01g007290.1.1"	-2.44206038083181	5.33391258300436	0.000492805177850587	"NAD(P)H-quinone oxidoreductase subunit J (AHRD V1 ***- NDHJ_TRIEI); contains Interpro domain(s)  IPR020396  NADH:ubiquinone oxidoreductase, 30 kDa subunit, conserved site  IPR001268  NADH:ubiquinone oxidoreductase, 30 kDa subunit "	"ATCG00420"	"NDHJ"	"Encodes NADH dehydrogenase subunit J.  Its transcription is increased upon sulfur depletion."	89.24	158	9e-82	298	98.74213836
"Solyc01g007330.2.1"	-2.35472431803611	9.99004639135687	0.00035999546882544	"Ribulose bisphosphate carboxylase large chain (AHRD V1 ***- RBL_SOLLC); contains Interpro domain(s)  IPR000685  Ribulose bisphosphate carboxylase, large subunit, C-terminal "	"ATCG00490"	"RBCL"	"large subunit of RUBISCO."	93.49	476	0	901	99.37238494
"Solyc01g007360.2.1"	-1.57507602588567	7.31499293334541	0.0157944401677201	"Photosystem I assembly protein ycf4 (AHRD V1 ***- Q06R54_9LAMI); contains Interpro domain(s)  IPR003359  Photosystem I assembly Ycf4 "	"ATCG00520"	"YCF4"	"Encodes a protein required for photosystem I assembly and stability. In cyanobacteria, loss of function mutation in this gene increases PSII/PSI ratio without any influence on photoautotrophic growth."	86.41	184	5e-70	259	98.91891892
"Solyc01g007380.1.1"	-1.7889369095553	6.09631068479372	0.00760935599982334	"Apocytochrome f (AHRD V1 ***- D3WBH0_9AQUA); contains Interpro domain(s)  IPR002325  Cytochrome f "	"ATCG00540"	"PETA"	"Encodes cytochrome f apoprotein; involved in photosynthetic electron transport chain; encoded by the chloroplast genome and is transcriptionally repressed by a nuclear gene HCF2."	89.38	320	5e-170	593	99.37694704
"Solyc01g007400.1.1"	-2.72195204900796	3.90939494160672	0.000341181334414463	"Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR002682  Photosystem II protein PsbJ "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g007420.2.1"	-1.5311784272746	3.26010557368141	0.0388459902171868	"Cytochrome b6-f complex subunit 6 (AHRD V1 *-*- Q5K3U2_9MAGN); contains Interpro domain(s)  IPR007802  Cytochrome b6/f complex subunit VI "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g007440.1.1"	-1.83321184813241	2.76429356401583	0.0371638870920497	"Photosystem I reaction center subunit IX (AHRD V1 ***- Q06R45_9LAMI); contains Interpro domain(s)  IPR002615  Photosystem I reaction centre, subunit IX / PsaJ "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g007450.1.1"	-1.64096296456734	6.5098192212503	0.0124597680359072	"50S ribosomal protein L33 chloroplastic (AHRD V1 ***- D3WBK4_9AQUA); contains Interpro domain(s)  IPR001705  Ribosomal protein L33 "	"ATCG00640"	"RPL33"	"encodes a chloroplast ribosomal protein L33, a constituent of the large subunit of the ribosomal complex"	84.85	66	5e-29	122	97.01492537
"Solyc01g007500.2.1"	-1.74841373982628	9.18462718151484	0.00697651211699524	"Photosystem II CP47 chlorophyll apoprotein (AHRD V1 ***- D3WBA3_9BORA); contains Interpro domain(s)  IPR017486  Photosystem II, PsbB "	"ATCG00680"	"PSBB"	"encodes for CP47, subunit of the photosystem II reaction center."	98.62	507	0	1000	91.33574007
"Solyc01g007520.2.1"	-1.75517854468628	4.54626336311496	0.01249322996744	"Photosystem II reaction center protein H (AHRD V1 ***- C6JT33_9MYRT); contains Interpro domain(s)  IPR001056  Photosystem II phosphoprotein PsbH "	"ATCG00710"	"PSBH"	"Encodes a 8 kD phosphoprotein that is a component of the photosystem II oxygen evolving core. Its exact molecular function has not been determined but it may play a role in mediating electron transfer between the secondary quinone acceptors, QA and QB, associated with the acceptor side of PSII."	93.15	73	8e-34	138	97.2972973
"Solyc01g007530.2.1"	-1.74160229011097	8.52534023782778	0.00735718604526834	"Cytochrome b6 (AHRD V1 ***- B3TN79_BRADI); contains Interpro domain(s)  IPR005797  Cytochrome b/b6, N-terminal "	"ATCG00720"	"PETB"	"Encodes the cytochrome b(6) subunit of the cytochrome b6f complex."	98.58	212	3e-120	427	98.59813084
"Solyc01g007540.2.1"	-1.96615513892964	4.92752307877264	0.00481779060101756	"Cytochrome b6-f complex subunit 4 (AHRD V1 ***- A1XFY6_NUPAD); contains Interpro domain(s)  IPR005870  Cytochrome b6/f complex, subunit IV "	"ATCG00730"	"PETD"	"A chloroplast gene encoding subunit IV of the cytochrome b6/f complex"	99.28	139	1e-74	274	98.57142857
"Solyc01g007570.2.1"	-1.61363940675619	7.71805757887589	0.0128794605089383	"30S ribosomal protein S11 chloroplastic (AHRD V1 ***- D3WCH5_NEROL); contains Interpro domain(s)  IPR019981  Ribosomal protein S11, bacterial-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g007640.2.1"	-2.22304144709122	10.3733639134559	0.000709518646010728	"Ycf2 (AHRD V1 ***- D2KLP5_OLEEU); contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 "	"ATCG01280"	"YCF2.2"	"Identical to Protein ycf2 (ycf2-B) [Arabidopsis Thaliana] (GB:P56786); similar to hypothetical chloroplast RF2 [Vitis vinifera] (GB:YP_567121.1); similar to Hypothetical protein [Gossypium barbadense] (GB:BAF41290.1); similar to hypothetical chloroplast RF2 [Gossypium hirsutum] (GB:YP_538978.1); contains InterPro domain Chloroplast Ycf2; (InterPro:IPR008543); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"	87.1	2310	0	3842	99.91224221
"Solyc01g007660.2.1"	-1.2604451804004	7.71524648016567	0.0499889632847174	"NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- D3WB81_9BORA); contains Interpro domain(s)  IPR010096  NADH-quinone oxidoreductase, chain N "	"ATCG01250"	"NDHB.2"	"NADH dehydrogenase ND2"	95.64	390	6e-180	627	75.68093385
"Solyc01g007700.2.1"	-3.68133504886746	12.435008389558	1.27757159297101e-07	"Conserved protein (AHRD V1 *-*- C7TFZ2_LACRL)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g007710.2.1"	-3.94600601345401	10.8016224451667	2.35049127578735e-08	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g007720.2.1"	-1.86409576657687	8.8212016575056	0.00420385269136691	"ORF42f (AHRD V1 *-*- Q32989_PINTH)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g007730.2.1"	-2.76198751266961	10.6223023334214	3.75288983927205e-05	"ORF91 (AHRD V1 *--- C1BRN8_9MAXI)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g008110.2.1"	-1.29118992859052	8.27549710709963	0.0440435739620962	"Cytochrome P450"	"AT1G11680"	"CYP51"	"putative obtusifoliol 14-alpha demethylase involved in sterol biosynthesis."	84.99	453	0	803	92.41803279
"Solyc01g008780.2.1"	-2.33477651315769	3.46262337315254	0.00200725388796243	"Phospholipase A22 (AHRD V1 ***- B9SJ74_RICCO); contains Interpro domain(s)  IPR016090  Phospholipase A2 "	"AT4G29070"	NA	"similar to hypothetical protein [Platanus x acerifolia] (GB:CAL07987.1); contains domain Phospholipase A2, PLA2 (SSF48619); contains domain no description (G3D.1.20.90.10)"	61.76	204	1e-68	256	81.32780083
"Solyc01g008970.2.1"	-3.27251145986865	9.98672210042588	1.86869654721611e-06	"Heterogeneous nuclear ribonucleoprotein A3-like protein 2 (AHRD V1 *--- B6TV58_MAIZE); contains Interpro domain(s)  IPR000504  RNA recognition motif, RNP-1 "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g009340.2.1"	1.83289617372797	5.01754387738578	0.00566815534960542	"Calmodulin-binding protein family-like (AHRD V1 **-* Q6YXT2_ORYSJ); contains Interpro domain(s)  IPR000048  IQ calmodulin-binding region "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g009730.1.1"	-3.50974821835433	10.4452050966476	4.09669342251469e-07	"Unknow protein (AHRD V1 *-*- Q5W7C9_ORYSJ); contains Interpro domain(s)  IPR010399  Tify "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g009860.2.1"	3.75634412933173	3.0397240271506	0.00142726271432641	"NAC domain transcription factor (AHRD V1 **** Q5DM36_WHEAT); contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g009900.2.1"	4.43881907462549	3.55042443101099	0.000174299012745174	"Glutaredoxin (AHRD V1 ***- B9GF65_POPTR); contains Interpro domain(s)  IPR011905  Glutaredoxin-like, plant II "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g010180.2.1"	1.52798043880616	4.57238864645609	0.02080003477107	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g010460.2.1"	-1.65001821865868	3.434680684895	0.0280742299165974	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g010640.2.1"	-2.60831711483728	4.95875029876545	0.000247880474271124	"Uncharacterized membrane protein (AHRD V1 **-- Q46JN3_PROMT); contains Interpro domain(s)  IPR001395  Aldo/keto reductase "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g010810.2.1"	-1.84789197839781	4.09798221613045	0.010217782721232	"RAN guanine nucleotide release factor (AHRD V1 **-* B6TPU9_MAIZE); contains Interpro domain(s)  IPR016123  Mog1/PsbP, alpha/beta/alpha sandwich "	"AT1G69680"	NA	"similar to mog1 protein [Xenopus laevis] (GB:CAC35704.1); similar to Os04g0459600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052985.1); contains InterPro domain Ran-interacting Mog1 protein; (InterPro:IPR007681)"	69.31	202	8e-83	302	98.52941176
"Solyc01g011480.1.1"	-1.36756530011869	6.55260034806254	0.0389149231846472	"Photosystem II CP43 chlorophyll apoprotein (AHRD V1 ***- B7T461_9ROSI); contains Interpro domain(s)  IPR000932  Photosystem antenna protein-like "	"ATCG00280"	"PSBC"	"chloroplast gene encoding a CP43 subunit of  the photosystem II reaction center. promoter contains a blue-light responsive element."	79.17	72	4e-29	122	82.55813953
