,ITAG,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
11,Solyc01g020220.1.1,"Replication factor C subunit 5 (AHRD V1 ***- B6T5I0_MAIZE); contains Interpro domain(s)  IPR019483  DNA polymerase III, clamp-loader complex, subunit E, C-terminal ",AT5G27740,EMB161,"nucleoside-triphosphatase/ nucleotide binding; similar to EMB1968 (EMBRYO DEFECTIVE 1968), ATPase [Arabidopsis thaliana] (TAIR:AT1G21690.1); similar to Os03g0792600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051525.1); similar to replication factor C 38 kDa subunit [Oryza sativa (japonica cultivar-group)] (GB:BAC76086.1); contains InterPro domain Replication factor C conserved region; (InterPro:IPR000862); contains InterPro domain DNA polymerase III clamp loader subunit, C-terminal; (InterPro:IPR008921); contains InterPro domain AAA ATPase; (InterPro:IPR003593)",74.18,337,9.00E-123,436,99.00990099
12,Solyc01g056770.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Solyc01g065550.2.1,Protein DEHYDRATION-INDUCED 19 homolog 4 (AHRD V1 ***- DI194_ARATH); contains Interpro domain(s)  IPR008598  Drought induced 19 ,AT3G06760,NA,similar to HRB1 (HYPERSENSITIVE TO RED AND BLUE) [Arabidopsis thaliana] (TAIR:AT5G49230.1); similar to fiber protein Fb2 [Gossypium barbadense] (GB:AAN77145.1); contains InterPro domain Drought induced 19; (InterPro:IPR008598),57.07,191,2.00E-51,198,86.69724771
14,Solyc01g066520.2.1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (AHRD V1 ***- C3BP76_9BACI); contains Interpro domain(s)  IPR015761  Lipoamide Acyltransferase ,AT3G06850,BCE2,dihydrolipoamide branched chain acyltransferase,62.5,432,2.00E-155,545,84.7826087
15,Solyc01g068140.2.1,10-deacetylbaccatin III-10-O-acetyl transferase-like (AHRD V1 **-* Q9FTH0_ORYSJ); contains Interpro domain(s)  IPR003480  Transferase ,AT3G62160,NA,transferase family protein; similar to transferase family protein [Arabidopsis thaliana] (TAIR:AT1G28680.1); similar to Os01g0291500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042791.1); similar to Os05g0278500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055082.1); similar to acyltransferase [Iris x hollandica] (GB:BAE94328.1); contains InterPro domain Transferase; (InterPro:IPR003480),50.89,448,6.00E-109,391,94.42060086
16,Solyc01g068460.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Solyc01g079740.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Solyc01g090230.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Solyc01g090460.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Solyc01g091040.2.1,Cysteine-rich repeat secretory protein 15 (AHRD V1 ***- CRR15_ARATH); contains Interpro domain(s)  IPR002902  Protein of unknown function DUF26 ,AT3G60720,PDLP8,receptor-like protein kinase-related; similar to 33 kDa secretory protein-related [Arabidopsis thaliana] (TAIR:AT2G01660.1); similar to Os04g0537800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053427.1); similar to receptor-like protein kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD25786.1); contains InterPro domain Protein of unknown function DUF26; (InterPro:IPR002902),54.86,257,4.00E-56,214,84.66666667
21,Solyc01g091920.2.1,"Subtilisin-like protease (AHRD V1 **-- A9XG40_TOBAC); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related ",AT1G01900,ATSBT1.1,"subtilase family protein; similar to subtilase family protein [Arabidopsis thaliana] (TAIR:AT5G51750.1); similar to ARA12, subtilase [Arabidopsis thaliana] (TAIR:AT5G67360.1); similar to Orn/DAP/Arg decarboxylase 2; Protease-associated PA; Proteinase inhibitor I9, subtilisin propeptide [Medicago truncatula] (GB:ABE87035.1); similar to OSIGBa0147H17.8 [Oryza sativa (indica cultivar-group)] (GB:CAH66960.1); contains InterPro domain Protease-associated PA; (InterPro:IPR003137); contains InterPro domain Peptidase S8 and S53, subtilisin, kexin, sedolisin; (InterPro:IPR000209); contains InterPro domain Proteinase inhibitor I9, subtilisin propeptide; (InterPro:IPR010259); contains InterPro domain Proteinase inhibitor, propeptide; (InterPro:IPR009020)",59.08,699,0,789,91.43610013
22,Solyc01g103150.2.1,"Os03g0731050 protein (Fragment) (AHRD V1 ***- C7IZG5_ORYSJ); contains Interpro domain(s)  IPR004949  Protein of unknown function DUF266, plant ",AT1G10280,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G21310.1); similar to Protein of unknown function DUF266, plant [Medicago truncatula] (GB:ABE91847.1); contains InterPro domain Protein of unknown function DUF266, plant; (InterPro:IPR004949)",57.04,419,4.00E-136,481,98.74371859
23,Solyc01g106690.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Solyc01g107370.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Solyc01g108530.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Solyc01g111610.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Solyc01g111840.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Solyc02g014030.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Solyc02g023990.2.1,Short-chain dehydrogenase/reductase SDR (AHRD V1 **-- A1WVI4_HALHL); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase ,AT4G20760,NA,"short-chain dehydrogenase/reductase (SDR) family protein; similar to ABA2 (ABA DEFICIENT 2), oxidoreductase [Arabidopsis thaliana] (TAIR:AT1G52340.1); similar to oxidoreductase, short chain dehydrogenase/reductase family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA99281.1); similar to Os12g0609500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067243.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)",76.74,258,8.00E-120,426,83.17152104
30,Solyc02g030450.2.1,Protein SEY1 (AHRD V1 ***- B6U4D9_MAIZE); contains Interpro domain(s)  IPR008803  Root hair defective 3 GTP-binding ,AT5G45160,NA,root hair defective 3 GTP-binding (RHD3) family protein; similar to RHD3 (ROOT HAIR DEFECTIVE 3) [Arabidopsis thaliana] (TAIR:AT3G13870.1); similar to root hair defective 3 GTP-binding (RHD3) family protein [Arabidopsis thaliana] (TAIR:AT1G72960.1); similar to root hair defective 3 GTP-binding protein [Triticum aestivum] (GB:AAS67855.2); similar to Os01g0575000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043388.1); similar to Os12g0604600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067218.1); contains InterPro domain Root hair defective 3 GTP-binding; (InterPro:IPR008803),66.16,786,0,1034,95.875
31,Solyc02g065490.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Solyc02g071710.2.1,"GDSL esterase/lipase At1g29670 (AHRD V1 ***- GDL15_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL ",AT1G29670,NA,"GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G29660.1); similar to GDSL-lipase 1 [Capsicum annuum] (GB:AAZ23955.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)",50.41,367,5.00E-101,364,95.01312336
33,Solyc02g071980.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Solyc02g072440.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Solyc02g077250.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Solyc02g078150.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Solyc02g079760.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Solyc02g080650.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Solyc02g082360.2.1,Translation initiation factor (AHRD V1 ***- A6ZWQ9_YEAS7); contains Interpro domain(s)  IPR002769  Translation initiation factor IF6 ,AT3G55620,emb1624,"EMB1624 (EMBRYO DEFECTIVE 1624); translation initiation factor; similar to eukaryotic translation initiation factor 6, putative / eIF-6, putative [Arabidopsis thaliana] (TAIR:AT2G39820.1); similar to Os07g0639800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060417.1); similar to putative eukaryotic translation initiation factor 6 [Trifolium pratense] (GB:BAE71264.1); contains InterPro domain Translation initiation factor IF6; (InterPro:IPR002769)",74.86,175,3.00E-73,271,89.69072165
40,Solyc02g083860.2.1,Flavanone 3-hydroxylase (AHRD V1 ***- A9ZMI9_TOBAC); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase ,AT3G51240,F3'H,Encodes flavanone 3-hydroxylase that is coordinately expressed with chalcone synthase and chalcone isomerases. Regulates flavonoid biosynthesis.,80.39,362,4.00E-174,607,99.44903581
41,Solyc02g085510.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Solyc02g086460.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Solyc02g086500.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Solyc02g089620.2.1,Proline dehydrogenase (AHRD V1 **** A1E289_ACTDE); contains Interpro domain(s)  IPR015659  Proline oxidase ,AT5G38710,NA,"proline oxidase, putative / osmotic stress-responsive proline dehydrogenase, putative; similar to ERD5 (EARLY RESPONSIVE TO DEHYDRATION 5, PROLINE OXIDASE), proline dehydrogenase [Arabidopsis thaliana] (TAIR:AT3G30775.1); similar to proline dehydrogenase [Glycine max] (GB:AAR86686.1); contains InterPro domain Proline dehydrogenase; (InterPro:IPR002872)",58,431,1.00E-150,530,85.91549296
45,Solyc02g090310.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Solyc02g091330.2.1,C20orf4 homolog (AHRD V1 **-- C0H960_SALSA); contains Interpro domain(s)  IPR007946  AAR2 ,AT1G66510,NA,AAR2 protein family; similar to CePP protein [Brassica napus var. napus] (GB:CAB89180.1); contains InterPro domain AAR2; (InterPro:IPR007946),65.14,284,5.00E-106,380,98.25783972
47,Solyc02g091910.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Solyc02g092060.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Solyc02g092370.1.1,GRAS family transcription factor (AHRD V1 **-- B9NAS9_POPTR); contains Interpro domain(s)  IPR005202  GRAS transcription factor ,AT4G37650,SGR7,Involved in radial organization of the root and shoot axial organs. Essential for normal shoot gravitropism. The protein moves in a highly specific manner from the cells of the stele in which it is synthesized outward.,59.66,533,2.00E-159,558,99.60629921
50,Solyc03g005440.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Solyc03g005960.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Solyc03g006780.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Solyc03g007530.2.1,Multidrug resistance protein ABC transporter family (AHRD V1 **-- B9GX56_POPTR); contains Interpro domain(s)  IPR003439  ABC transporter-like ,AT3G59140,ATMRP14,member of MRP subfamily,66.28,1471,0,1950,99.86376022
54,Solyc03g007710.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Solyc03g007970.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Solyc03g033480.2.1,"Zinc finger HIT domain-containing protein 1 (AHRD V1 ***- B6T4Y0_MAIZE); contains Interpro domain(s)  IPR007529  Zinc finger, HIT-type ",AT5G37055,ATSWC6,"zinc finger (HIT type) family protein; similar to zinc finger protein [Nicotiana benthamiana] (GB:AAW83129.1); contains InterPro domain Zinc finger, HIT-type; (InterPro:IPR007529)",68.21,173,1.00E-50,195,98.8372093
57,Solyc03g034060.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Solyc03g051940.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Solyc03g093310.2.1,F-box family protein (AHRD V1 ***- B9H075_POPTR); contains Interpro domain(s)  IPR001810  Cyclin-like F-box ,AT5G07670,NA,"F-box family protein; similar to F-box family protein [Arabidopsis thaliana] (TAIR:AT5G51380.1); similar to Os02g0658500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047636.1); similar to Os11g0641200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001068351.1); similar to Leucine Rich Repeat family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA95013.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810)",59.16,404,3.00E-128,455,80.23952096
60,Solyc03g116910.2.1,Cinnamoyl-CoA reductase (AHRD V1 **** Q4U1I4_SOLLC); contains Interpro domain(s)  IPR016040  NAD(P)-binding domain ,AT1G15950,ATCCR1,Encodes a cinnamoyl CoA reductase. Involved in lignin biosynthesis.,78.16,316,3.00E-141,498,94.59459459
61,Solyc03g117290.1.1,Serine-rich protein (AHRD V1 ***- A1YMW6_BRACM),AT5G11090,NA,serine-rich protein-related; similar to serine-rich protein-related [Arabidopsis thaliana] (TAIR:AT5G25280.2); similar to unknown [Solanum tuberosum] (GB:ABA40431.1),58.11,148,3.00E-35,143,96.6442953
62,Solyc03g118770.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Solyc03g119030.2.1,Peroxisomal biogenesis factor 3 (AHRD V1 ***- Q28F64_XENTR); contains Interpro domain(s)  IPR006966  Peroxin-3 ,AT1G48635,PEX3,peroxin-3 family protein; similar to peroxin-3 family protein [Arabidopsis thaliana] (TAIR:AT3G18160.1); similar to PREDICTED: similar to peroxisomal biogenesis factor 3 [Gallus gallus] (GB:XP_419708.1); similar to Os09g0314300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062839.1); contains InterPro domain Peroxin-3; (InterPro:IPR006966),60.07,283,3.00E-95,344,97.56944444
64,Solyc04g007950.2.1,Cysteine-rich repeat secretory protein 12 (AHRD V1 ***- CRR12_ARATH); contains Interpro domain(s)  IPR002902  Protein of unknown function DUF26 ,AT2G01660,PDLP6,33 kDa secretory protein-related; similar to receptor-like protein kinase-related [Arabidopsis thaliana] (TAIR:AT5G37660.2); similar to Os04g0537800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053427.1); similar to receptor-like protein kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD25786.1); contains InterPro domain Protein of unknown function DUF26; (InterPro:IPR002902),53.33,270,8.00E-71,263,90.10600707
65,Solyc04g014400.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Solyc04g025880.2.1,"Potassium transporter (AHRD V1 **** D2JYH2_GOSHI); contains Interpro domain(s)  IPR018519  Potassium uptake protein, kup  IPR003855  K+ potassium transporter ",AT1G70300,KUP6,potassium transporter,71.05,784,0,1091,99.74226804
67,Solyc04g050170.2.1,"Receptor like kinase, RLK",AT1G08590,NA,similar to CLV1-like leucine rich repeat transmembrane receptor-like protein kinase (Ipomoea nil) (U77888),64.86,996,0,1175,96.24876604
68,Solyc04g050440.2.1,Ammonium transporter (AHRD V1 **** B9IPE2_POPTR); contains Interpro domain(s)  IPR001905  Ammonium transporter ,AT1G64780,AMT1;2,encodes an ammonium transporter gene,81.5,481,0,664,92.23300971
69,Solyc04g050570.2.1,"GDSL esterase/lipase At5g33370 (AHRD V1 ***- GDL79_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL ",AT5G33370,NA,"GDSL-motif lipase/hydrolase family protein; similar to ATLTL1/LTL1 (LI-TOLERANT LIPASE 1), carboxylic ester hydrolase [Arabidopsis thaliana] (TAIR:AT3G04290.1); similar to GSDL-motif lipase [Agave americana] (GB:AAS75127.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)",73.75,339,1.00E-157,552,92.85714286
70,Solyc04g054930.2.1,Trehalose-6-phosphate phosphatase-like protein (AHRD V1 ***- Q9LX18_ARATH); contains Interpro domain(s)  IPR003337  Trehalose-phosphatase ,AT5G10100,NA,"trehalose-6-phosphate phosphatase, putative; similar to trehalose-6-phosphate phosphatase, putative [Arabidopsis thaliana] (TAIR:AT5G65140.1); similar to 117M18_9 [Brassica rapa] (GB:AAZ66928.1); contains InterPro domain Trehalose-phosphatase; (InterPro:IPR003337); contains InterPro domain HAD-superfamily hydrolase subfamily IIB; (InterPro:IPR006379)",74.67,300,2.00E-128,455,92.7672956
71,Solyc04g056410.2.1,DNA repair and recombination protein RAD54 (AHRD V1 **-- D0MQ92_PHYIN); contains Interpro domain(s)  IPR000330  SNF2-related ,AT3G19210,ATRAD54,"Encodes RAD54, a member of the SWI2/SNF2 family of DNA-stimulated ATPases.  Functions in DNA repair via homologous recombination.",76.55,499,0,787,83.33333333
72,Solyc04g071160.2.1,BZIP transcription factor family protein (AHRD V1 *-*- D7LF63_ARALY); contains Interpro domain(s)  IPR011700  Basic leucine zipper ,AT1G43700,SUE3,"Encodes a VirE2-interacting protein.  VIP1 mediates nuclear translocation of VirE2 via its amino half, and interacts with histone H2A via it carboxyl half.",50.87,289,2.00E-53,206,77.19298246
73,Solyc04g076460.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,Solyc04g079700.2.1,"WD-40 repeat family protein (AHRD V1 **-- Q1EPE0_MUSAC); contains Interpro domain(s)  IPR020472  G-protein beta WD-40 repeat, region ",AT2G26490,NA,transducin family protein / WD-40 repeat family protein; similar to transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT4G34380.1); similar to putative WD repeat-protein [Oryza sativa (japonica cultivar-group)] (GB:AAP44704.1); similar to Os03g0738700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051213.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046),67.15,414,2.00E-156,549,91.46067416
75,Solyc04g080050.2.1,"Xenotropic and polytropic retrovirus receptor (AHRD V1 **-- B2GU54_XENTR); contains Interpro domain(s)  IPR004342  EXS, C-terminal ",AT5G35730,NA,"EXS family protein / ERD1/XPR1/SYG1 family protein; similar to EXS family protein / ERD1/XPR1/SYG1 family protein [Arabidopsis thaliana] (TAIR:AT2G32295.1); similar to EXS, C-terminal [Medicago truncatula] (GB:ABD28452.1); similar to EXS family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA99182.2); similar to Os12g0595000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067180.1); contains InterPro domain EXS, C-terminal; (InterPro:IPR004342)",73.03,456,0,706,95.99156118
76,Solyc04g082280.2.1,AT1G76250-like protein (Fragment) (AHRD V1 *-*- D6PP03_9BRAS),AT1G76250,NA,similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAD03819.1),67.72,347,3.00E-138,488,78.10383747
77,Solyc05g007480.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,Solyc05g013850.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,Solyc05g014380.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Solyc05g014490.1.1,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L220_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,AT3G04130,NA,binding; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G22670.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABE84187.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),57.91,449,8.00E-160,560,86.31984586
81,Solyc05g040040.1.1,F-box protein GID2 (AHRD V1 ***- B6SU06_MAIZE); contains Interpro domain(s)  IPR001810  Cyclin-like F-box ,AT5G48170,SLY2,"encodes an F-box protein whose protein sequence is similar to SLY1, which belongs to SCF-SLY1 E3 ligase complex. SCF-SLY1 E3 ligase degrades DELLA proteins that are involved in promoting growth. Overexpression of SLY2 can partially compensate sly1-10 mutant phenotype of dwarfism.",53.1,145,1.00E-31,131,92.81045752
82,Solyc05g051270.2.1,Cysteine-rich repeat secretory protein 60 (AHRD V1 ***- CRR60_ARATH); contains Interpro domain(s)  IPR002902  Protein of unknown function DUF26 ,AT5G37660,PDLP7,receptor-like protein kinase-related; similar to 33 kDa secretory protein-related [Arabidopsis thaliana] (TAIR:AT2G01660.1); similar to Os04g0537800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053427.1); similar to receptor-like protein kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD25786.1); contains InterPro domain Protein of unknown function DUF26; (InterPro:IPR002902),59.06,254,2.00E-69,259,88.61209964
83,Solyc05g052240.2.1,"Chalcone--flavonone isomerase (AHRD V1 ***- B4G1R6_MAIZE); contains Interpro domain(s)  IPR003466  Chalcone isomerase, subgroup ",AT5G05270,NA,"chalcone-flavanone isomerase family protein; similar to TT5 (TRANSPARENT TESTA 5), chalcone isomerase [Arabidopsis thaliana] (TAIR:AT3G55120.1); similar to Os12g0115700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065990.1); similar to putative chalcone isomerase 4 [Glycine max] (GB:AAT94362.1); similar to Os11g0116300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065587.1); contains InterPro domain Chalcone-flavanone isomerase; (InterPro:IPR003466)",64.25,193,7.00E-60,226,98.45360825
84,Solyc05g053550.2.1,"Chalcone synthase (AHRD V1 ***- C5IWS6_NICAL); contains Interpro domain(s)  IPR011141  Polyketide synthase, type III ",AT5G13930,ATCHS,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism.",85.23,386,0,696,98.46153846
85,Solyc06g010220.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,Solyc06g035580.2.1,Choline dehydrogenase (AHRD V1 ***- C0G363_9RHIZ); contains Interpro domain(s)  IPR012132  Glucose-methanol-choline oxidoreductase ,AT5G51950,NA,glucose-methanol-choline (GMC) oxidoreductase family protein; similar to glucose-methanol-choline (GMC) oxidoreductase family protein [Arabidopsis thaliana] (TAIR:AT5G51930.1); similar to glucose-methanol-choline (GMC) oxidoreductase family protein [Arabidopsis thaliana] (TAIR:AT3G56060.1); similar to putative mandelonitrile lyase [Oryza sativa (japonica cultivar-group)] (GB:BAD29242.1); similar to Os04g0573100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053612.1); contains InterPro domain GMC oxidoreductase; (InterPro:IPR007867); contains InterPro domain Glucose-methanol-choline oxidoreductase; (InterPro:IPR000172); contains InterPro domain Alcohol oxidase; (InterPro:IPR012132),58.17,557,5.00E-174,607,94.86725664
