"","ITAG","SGN_annotation","AGI","symbol","gene_name","X..identity","alignment.length","e.value","bit.score","percent.query.align"
"11","Solyc04g080710.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Solyc04g082200.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Solyc05g041220.1.1","Transcriptional regulator STERILE APETALA (AHRD V1 ***- SAP_ARATH); contains Interpro domain(s)  IPR017986  WD40 repeat, region ","AT5G35770","SAP","A recessive mutation in the Arabidopsis STERILE APETALA (SAP) causes severe aberrations in inflorescence  and flower and ovule development.",56.1,426,2e-126,449,93.12638581
"14","Solyc06g051460.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Solyc06g074910.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Solyc06g075500.2.1","Nitrate transporter (AHRD V1 **-* Q9SZY4_ARATH); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region ","AT3G45650","NAXT1","proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45680.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45660.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G45710.1); similar to Major Facilitator Superfamily protein [Solanum demissum] (GB:AAT39312.2); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)",53.22,543,2e-154,542,98.52941176
"17","Solyc07g007160.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Solyc07g025190.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Solyc07g039270.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Solyc07g044980.2.1","NPR1-1 protein (Fragment) (AHRD V1 ***- B8XQT4_SOYBN); contains Interpro domain(s)  IPR013069  BTB/POZ ","AT5G45110","ATNPR3","Encodes a paralog of NPR1.  Involved in negative regulation of defense responses against bacterial and oomycete pathogens.  npr3 mutants has elevated level of PR1 expression.  Interacts with TGA2, TGA3, TGA5 and TGA6 in yeast two hybrid assays.",50.46,541,3e-131,465,92.68292683
"21","Solyc08g022200.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Solyc08g036570.1.1","Glutaredoxin (AHRD V1 **** B9GF65_POPTR); contains Interpro domain(s)  IPR011905  Glutaredoxin-like, plant II ","AT5G14070","ROXY2","glutaredoxin family protein; Identical to Glutaredoxin-C8 (AtGrxC8) (GRXC8) [Arabidopsis Thaliana] (GB:Q8LF89;GB:Q9FMU3); similar to ROXY1, thiol-disulfide exchange intermediate [Arabidopsis thaliana] (TAIR:AT3G02000.1); similar to glutaredoxin family protein [Musa acuminata] (GB:ABF69994.1); similar to Os04g0393500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052649.1); similar to Os02g0512400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046942.1); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Glutaredoxin; (InterPro:IPR002109); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335); contains InterPro domain Glutaredoxin-like, plant II; (InterPro:IPR011905)",51.85,108,5e-26,112,80.31496063
"23","Solyc08g066840.2.1","Aquaporin-like protein (AHRD V1 ***- O65860_PICAB); contains Interpro domain(s)  IPR012269  Aquaporin ","AT2G25810","TIP4;1","TIP4;1 (tonoplast intrinsic protein 4;1); water channel; Identical to Aquaporin TIP4.1 (Tonoplast intrinsic protein 4.1) (Epsilon-tonoplast intrinsic protein) (Epsilon-TIP) (TIP4.1) [Arabidopsis Thaliana] (GB:O82316;GB:Q53XD1); similar to GAMMA-TIP (Tonoplast intrinsic protein (TIP) gamma), water channel [Arabidopsis thaliana] (TAIR:AT2G36830.1); similar to aquaglyceroporin; tonoplast intrinsic protein (TIPa) [Nicotiana tabacum] (GB:CAB40742.1); contains InterPro domain Aquaporin; (InterPro:IPR012269); contains InterPro domain Major intrinsic protein; (InterPro:IPR000425)",75.51,245,9e-95,342,98.38709677
"24","Solyc08g078100.1.1","Amino acid permease-like protein (Fragment) (AHRD V1 *-*- B2ZME2_HELPE); contains Interpro domain(s)  IPR002293  Amino acid/polyamine transporter I ","AT1G31830",NA,"amino acid permease family protein; similar to amino acid permease family protein [Arabidopsis thaliana] (TAIR:AT1G31820.1); similar to amino acid permease family protein [Arabidopsis thaliana] (TAIR:AT5G05630.1); similar to putative amino acid permease [Oryza sativa (japonica cultivar-group)] (GB:AAR10855.1); similar to amino acid permease family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF97257.1); similar to Os03g0576900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050538.1); contains InterPro domain Amino acid permease-associated region; (InterPro:IPR004841); contains InterPro domain Amino acid/polyamine transporter I; (InterPro:IPR002293)",75.91,465,0,632,97.44136461
"25","Solyc08g079690.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Solyc09g009250.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Solyc09g009420.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Solyc10g036800.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Solyc12g056510.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Solyc12g088170.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Solyc12g098590.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
