"","ITAG","SGN_annotation","AGI","symbol","gene_name","X..identity","alignment.length","e.value","bit.score","percent.query.align"
"16","Solyc01g010390.2.1","Beta-glucosidase (AHRD V1 ***- D3YJ59_VITVI); contains Interpro domain(s)  IPR001360  Glycoside hydrolase, family 1 ","AT1G26560","BGLU40","glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT5G54570.1); similar to Os03g0212800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049358.1); similar to beta-glucosidase, putative [Medicago truncatula] (GB:ABE90952.1); similar to Putative beta-glucosidase [Oryza sativa] (GB:AAK92581.1); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)",70.66,484,0,754,95.07874016
"17","Solyc01g010590.2.1","Peptidyl-prolyl cis-trans isomerase A (AHRD V1 ***- B6TSE8_MAIZE); contains Interpro domain(s)  IPR002130  Peptidyl-prolyl cis-trans isomerase, cyclophilin-type ","AT1G26940",NA,"peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein; similar to peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein [Arabidopsis thaliana] (TAIR:AT3G44600.1); similar to 51434 (GB:AAD14500.1); contains InterPro domain Peptidyl-prolyl cis-trans isomerase, cyclophilin type; (InterPro:IPR002130)",79.19,221,8e-100,359,95.19650655
"18","Solyc01g010710.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Solyc01g014280.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Solyc01g020220.1.1","Replication factor C subunit 5 (AHRD V1 ***- B6T5I0_MAIZE); contains Interpro domain(s)  IPR019483  DNA polymerase III, clamp-loader complex, subunit E, C-terminal ","AT5G27740","EMB161","nucleoside-triphosphatase/ nucleotide binding; similar to EMB1968 (EMBRYO DEFECTIVE 1968), ATPase [Arabidopsis thaliana] (TAIR:AT1G21690.1); similar to Os03g0792600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051525.1); similar to replication factor C 38 kDa subunit [Oryza sativa (japonica cultivar-group)] (GB:BAC76086.1); contains InterPro domain Replication factor C conserved region; (InterPro:IPR000862); contains InterPro domain DNA polymerase III clamp loader subunit, C-terminal; (InterPro:IPR008921); contains InterPro domain AAA ATPase; (InterPro:IPR003593)",74.18,337,9e-123,436,99.00990099
"21","Solyc01g049770.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Solyc01g056340.2.1","DET1-like protein (AHRD V1 ***- D0EW63_ORYSI); contains Interpro domain(s)  IPR019138  De-etiolated protein 1, Det1 ","AT4G10180","ATDET1","Encodes a nuclear-localized protein that acts as a repressor of photomorphogenesis and may be involved in chromatin remodeling.",72.24,544,0,759,99.61832061
"23","Solyc01g058730.2.1","Os03g0310500 protein (Fragment) (AHRD V1 *-*- Q0DSF8_ORYSJ)","AT4G16180",NA,"similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF95572.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF95573.1); contains domain N-terminal nucleophile aminohydrolases (Ntn hydrolases) (SSF56235)",72.17,787,0,1142,96.90976514
"24","Solyc01g065530.2.1","COBRA-like protein (AHRD V1 ***- Q655F2_ORYSJ); contains Interpro domain(s)  IPR006918  Glycosyl-phosphatidyl inositol-anchored, plant ","AT4G16120","ATSEB1","putative membrane-anchored cell wall protein",66.15,582,0,815,89.06009245
"25","Solyc01g065600.1.1","NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLLC); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase ","ATCG01050","NDHD","Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene.",60,205,6e-56,213,83.48623853
"26","Solyc01g065610.1.1","NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLTU); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase ","ATCG01050","NDHD","Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene.",71.88,96,3e-32,132,87.1559633
"27","Solyc01g065620.1.1","NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLLC)","ATCG01050","NDHD","Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene.",65.83,120,4e-21,96.3,97.54098361
"28","Solyc01g065630.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Solyc01g068450.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Solyc01g073940.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Solyc01g074030.2.1","Beta-glucosidase 01 (AHRD V1 ***- B5M9E4_SOLLC); contains Interpro domain(s)  IPR013781  Glycoside hydrolase, subgroup, catalytic core ","AT2G44480","BGLU17","glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT2G44450.1); similar to Glycoside hydrolase, family 1 [Medicago truncatula] (GB:ABE86373.1); contains InterPro domain 6-phospho-beta-galactosidase, eukaryotic; (InterPro:IPR011580); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)",51.67,480,3e-150,528,92.08494208
"32","Solyc01g079830.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Solyc01g087050.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Solyc01g090800.2.1","Cyclin-dependent kinase (AHRD V1 **** A6YTD1_CUCME); contains Interpro domain(s)  IPR012389  Negative regulatory factor PREG ","AT3G60550","CYCP3;2","CYCP3;2 (cyclin p3;2); cyclin-dependent protein kinase; similar to CYCP3,1 (cyclin p3,1), cyclin-dependent protein kinase [Arabidopsis thaliana] (TAIR:AT2G45080.1); similar to PREG-like protein [Picea mariana] (GB:AAC32127.1); similar to Os04g0552300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053503.1); contains InterPro domain Cyclin, N-terminal; (InterPro:IPR006671); contains InterPro domain Cyclin-like; (InterPro:IPR011028); contains InterPro domain Cyclin-related; (InterPro:IPR013763); contains InterPro domain Negative regulatory factor PREG; (InterPro:IPR012389)",69.82,222,6e-90,327,97.73755656
"35","Solyc01g091510.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Solyc01g091700.2.1","F-box protein PP2-B1 (AHRD V1 ***- PP2B1_ARATH); contains Interpro domain(s)  IPR001810  Cyclin-like F-box ","AT3G61060","AtPP2-A13","ATPP2-A13; similar to ATPP2-A12 (Phloem protein 2-A12) [Arabidopsis thaliana] (TAIR:AT1G12710.1); similar to Cyclin-like F-box; Galactose-binding like [Medicago truncatula] (GB:ABE86301.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810)",59.79,286,2e-101,365,98.61111111
"37","Solyc01g094490.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Solyc01g096200.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Solyc01g096250.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Solyc01g096740.2.1","Transporter major facilitator family (AHRD V1 **-- C4M254_ENTHI); contains Interpro domain(s)  IPR016196  Major facilitator superfamily, general substrate transporter ","AT5G13750","ZIFL1","ZIFL1 (ZINC INDUCED FACILITATOR-LIKE 1); tetracycline:hydrogen antiporter/ transporter; similar to ZIF1 (ZINC INDUCED FACILITATOR 1), carbohydrate transporter/ sugar porter [Arabidopsis thaliana] (TAIR:AT5G13740.1); similar to transporter, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABG22349.1); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain Tetracycline resistance protein; (InterPro:IPR001958); contains InterPro domain Major facilitator superfamily MFS_1; (InterPro:IPR011701)",62.53,483,5e-166,581,98.7628866
"41","Solyc01g096980.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Solyc01g097270.2.1","Chitinase (Fragment) (AHRD V1 *--- Q38777_ALLSA); contains Interpro domain(s)  IPR000726  Glycoside hydrolase, family 19, catalytic  IPR001153  Barwin ","AT3G04720","HEL","Encodes a protein similar to the antifungal chitin-binding protein hevein from rubber tree latex. mRNA levels increase in response to ethylene and turnip crinkle virus infection.",66.11,180,1e-63,239,81.22065728
"43","Solyc01g097520.2.1","Annexin 11 (AHRD V1 ***- D6QX28_SOYBN); contains Interpro domain(s)  IPR009118  Annexin, type plant ","AT2G38750","ANNAT4","Annexins are a family of calcium dependent membrane binding proteins though to be involved in Golgi mediated secretion. This is one of four annexins identified in Arabidopsis.",50.8,313,3e-79,291,96.84542587
"44","Solyc01g097770.2.1","Serine/threonine protein kinase (AHRD V1 *-** D2V878_NAEGR); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT5G58140","NPL1","Membrane-bound protein serine/threonine kinase that functions as blue light photoreceptor in redundancy with PHO1. Involved in stomatal opening, chloroplast movement and phototropism. Mediates blue light-induced growth enhancements. PHOT1 and PHOT2 mediate blue light-dependent activation of the plasma membrane H+-ATPase in guard cell protoplasts. PHOT2 possesses two LOV (LOV1 and LOV2, for light-oxygen-voltage-sensing) domains involved in FMN-binding and a C-terminus forming a serine/threonine kinase domain. LOV2 acts as an inhibitor of phototropin kinase in the dark, and light cancels the inhibition through cysteine-FMN adduct formation. LOV1 in contrast acts as an attenuator of photoactivation.",67.77,971,0,1249,99.47698745
"45","Solyc01g098640.2.1","UPF0603 protein At1g54780, chloroplastic (AHRD V1 **-- U603_ARATH); contains Interpro domain(s)  IPR007621  Protein of unknown function DUF477 ","AT1G54780","TLP18.3","thylakoid lumen 18.3 kDa protein; similar to Os05g0401100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055486.1); similar to unnamed protein product [Ostreococcus tauri] (GB:CAL57312.1); contains InterPro domain Protein of unknown function DUF477; (InterPro:IPR007621)",69.05,294,2e-105,379,99.31034483
"46","Solyc01g098830.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Solyc01g100160.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Solyc01g100610.2.1","Solute carrier family 40 member 1 (AHRD V1 **-- S40A1_DANRE); contains Interpro domain(s)  IPR016196  Major facilitator superfamily, general substrate transporter ","AT5G26820","ATIREG3","ferroportin-related; similar to iron-responsive transporter-related [Arabidopsis thaliana] (TAIR:AT5G03570.1); similar to flagellar biosynthesis protein FLHA, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA98947.1); similar to Os12g0562100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067026.1)",65.19,540,0,707,91.62393162
"49","Solyc01g100890.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Solyc01g100930.2.1","GDSL esterase/lipase At1g09390 (AHRD V1 ***- GDL2_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL ","AT1G09390",NA,"GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G56670.1); similar to Os01g0329900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042924.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAT85172.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)",67.93,343,4e-140,494,90.86021505
"51","Solyc01g102340.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Solyc01g102940.2.1","Methionine s-methyltransferase (AHRD V1 **** B9N0J3_POPTR); contains Interpro domain(s)  IPR015424  Pyridoxal phosphate-dependent transferase, major region ","AT5G49810","MMT","Arabidopsis thaliana methionine S-methyltransferase, an enzyme that catalyzes S  -methylmethionine formation.",69.42,1076,0,1543,98.98523985
"53","Solyc01g103530.2.1","Receptor like kinase, RLK","AT4G20270","BAM3","Encodes a CLAVATA1-related receptor kinase-like protein required for both shoot and flower meristem function.  It has a broad expression pattern and is involved in vascular strand development in the leaf, control of leaf shape, size and symmetry, male gametophyte development and ovule specification and function.",57.22,977,0,1010,95.48192771
"54","Solyc01g103570.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Solyc01g104020.2.1","Embryo-specific 3 (AHRD V1 ***- Q2HUA9_MEDTR); contains Interpro domain(s)  IPR010417  Embryo-specific 3 ","AT2G41475",NA,NA,57.89,152,3e-43,171,92.45283019
"56","Solyc01g104030.2.1","Inward rectifier potassium channel-like protein (Fragment) (AHRD V1 *-** Q1W7D1_SOLLC); contains Interpro domain(s)  IPR000595  Cyclic nucleotide-binding ","AT4G22200","AKT2","Encodes a photosynthate- and light-dependent inward rectifying potassium channel with unique gating properties that are regulated by phosphorylation.  Expressed in guard cell protoplasts and in the phloem and xylem of aerial portions of the plant.  The channel can coassemble with another K+ channel, KAT1, in vitro.  In guard cells, AKT2/3 is responsible for the Ca2+ sensitivity of the K+ uptake channel.  In the phloem, it regulates the sucrose/H+ symporters via the phloem potential.",64.48,794,0,1002,94.27207637
"57","Solyc01g104480.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Solyc01g105230.2.1","Calmodulin-binding transcription activator 2 (AHRD V1 **** Q0WNN4_ARATH); contains Interpro domain(s)  IPR005559  CG-1 ","AT5G64220",NA,"calmodulin binding; Identical to Calmodulin-binding transcription activator 2 (Signal-responsive protein 4) (Ethylene-induced calmodulin-binding protein c) (EICBP.c) (AtER66) (CMTA2) [Arabidopsis Thaliana] (GB:Q6NPP4;GB:Q9FMG3); similar to ethylene-responsive calmodulin-binding protein, putative (SR1) [Arabidopsis thaliana] (TAIR:AT2G22300.1); similar to EICBP.B (ETHYLENE INDUCED CALMODULIN BINDING PROTEIN), calmodulin binding / transcription regulator [Arabidopsis thaliana] (TAIR:AT5G09410.1); similar to anther ethylene-upregulated protein ER1, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF94398.1); similar to calmodulin-binding transcription activator [Brassica napus] (GB:AAM10969.1); similar to Putative calmodulin-binding protein similar to ER66 [Oryza sativa] (GB:AAM08530.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain IQ calmodulin-binding region; (InterPro:IPR000048)",50.14,1075,0,872,99.80787704
"59","Solyc01g105330.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Solyc01g105890.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Solyc01g106580.2.1","Unknown Protein (AHRD V1)","AT5G65810",NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G49720.2); similar to Os01g0144000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042001.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE78370.1); contains domain S-adenosyl-L-methionine-dependent methyltransferases (SSF53335)",71.6,257,4e-102,368,77.98165138
"62","Solyc01g107150.2.1","Zinc finger protein-like 1 (AHRD V1 ***- B6TBU8_MAIZE)","AT2G14835",NA,"zinc finger (C3HC4-type RING finger) family protein; similar to Hypothetical protein [Oryza sativa] (GB:AAK92653.1); similar to Os10g0346200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064398.1); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)",63.17,353,4e-126,447,99.42363112
"63","Solyc01g107650.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Solyc01g107800.2.1","Expressed protein (Fragment) (AHRD V1 *-*- B3VV16_POPTN); contains Interpro domain(s)  IPR006514  Protein of unknown function DUF579, plant ","AT5G67210",NA,"nucleic acid binding / pancreatic ribonuclease; similar to nucleic acid binding / pancreatic ribonuclease [Arabidopsis thaliana] (TAIR:AT3G50220.1); similar to Uncharacterized plant-specific domain 01627 [Medicago truncatula] (GB:ABE82263.1); contains InterPro domain Protein of unknown function DUF579, plant; (InterPro:IPR006514); contains InterPro domain Pancreatic ribonuclease; (InterPro:IPR001427)",55.45,303,2e-89,326,92.6984127
"65","Solyc01g108520.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Solyc01g109930.2.1","Inositol monophosphatase family protein (AHRD V1 **** D7MGB6_ARALY); contains Interpro domain(s)  IPR011809  Histidinol-phosphate phosphatase, putative, inositol monophosphatase ","AT4G39120","HISN7","inositol monophosphatase family protein; similar to VTC4, 3'(2'),5'-bisphosphate nucleotidase/ inositol or phosphatidylinositol phosphatase [Arabidopsis thaliana] (TAIR:AT3G02870.1); similar to Inositol monophosphatase; Histidinol-phosphate phosphatase, putative, inositol monophosphatase [Medicago truncatula] (GB:ABE79654.1); contains InterPro domain Histidinol-phosphate phosphatase, putative, inositol monophosphatase; (InterPro:IPR011809); contains InterPro domain Inositol monophosphatase; (InterPro:IPR000760)",74.56,287,3e-130,461,81.48148148
"67","Solyc01g111210.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Solyc01g111860.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Solyc02g014430.2.1","Equilibrative nucleoside transporter (AHRD V1 **** B9H200_POPTR); contains Interpro domain(s)  IPR002259  Delayed-early response protein/equilibrative nucleoside transporter ","AT4G05120","ATENT3","Encodes an equilibrative nucleoside transporter AtENT3.  Mutations of this locus allow mutants to grow on uridine analogue fluorouridine.",70.26,417,4e-153,538,99.04534606
"70","Solyc02g027080.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Solyc02g063030.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Solyc02g063520.2.1","Homeobox-leucine zipper protein 22 (AHRD V1 ***- D7MA03_ARALY); contains Interpro domain(s)  IPR003106  Leucine zipper, homeobox-associated ","AT4G37790","HAT22","Encodes homeobox protein HAT22.",52.54,276,2e-60,229,96.83794466
"73","Solyc02g064640.2.1","ADP-RIBOSYLATION FACTOR-like protein (AHRD V1 ***- Q8VY57_ARATH); contains Interpro domain(s)  IPR006688  ADP-ribosylation factor ","AT3G49870","ARLA1C","A member of ARF-like GTPase family. A thaliana has 21 members, in two subfamilies, ARF and ARF-like (ARL) GTPases.",93.48,184,1e-99,358,98.91891892
"74","Solyc02g065780.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Solyc02g068030.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Solyc02g069100.2.1","Cathepsin B (AHRD V1 ***- Q1HER6_NICBE); contains Interpro domain(s)  IPR015643  Peptidase C1A, cathepsin B ","AT1G02305",NA,"cathepsin B-like cysteine protease, putative; similar to cathepsin B-like cysteine protease, putative [Arabidopsis thaliana] (TAIR:AT1G02300.1); similar to Peptidase C1A, papain; Somatotropin hormone [Medicago truncatula] (GB:ABD32840.1); contains InterPro domain Peptidase, cysteine peptidase active site; (InterPro:IPR000169); contains InterPro domain Peptidase C1A, papain; (InterPro:IPR013128); contains InterPro domain Peptidase C1, propeptide; (InterPro:IPR012599); contains InterPro domain Peptidase C1A, papain C-terminal; (InterPro:IPR000668)",65.61,346,2e-128,456,96.33802817
"77","Solyc02g070040.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Solyc02g070680.2.1","Chromosome 3 open reading frame 19 ortholog (AHRD V1 *-*- Q0P5K9_BOVIN)","AT4G18260",NA,"cytochrome B561-related; similar to membrane protein, putative [Arabidopsis thaliana] (TAIR:AT2G30890.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE90100.1); contains InterPro domain Cytochrome b561 / ferric reductase transmembrane; (InterPro:IPR006593)",61.08,203,2e-57,218,93.83886256
"79","Solyc02g071700.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Solyc02g071930.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Solyc02g074600.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Solyc02g076690.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Solyc02g076730.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Solyc02g076780.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Solyc02g077720.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Solyc02g077930.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Solyc02g079510.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Solyc02g080120.1.1","Gibberellin 2-beta-dioxygenase 7 (AHRD V1 **-* B6SZM8_MAIZE); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase ","AT4G21200","ATGA2OX8","Encodes a protein with gibberellin 2-oxidase activity which acts specifically on C-20 gibberellins.",61.42,337,5e-122,434,86.61417323
"89","Solyc02g080310.2.1","Beta-glucosidase 47 (AHRD V1 **** D7MEP5_ARALY); contains Interpro domain(s)  IPR001360  Glycoside hydrolase, family 1 ","AT4G21760","BGLU47","BGLU47 (Beta-glucosidase 47); hydrolase, hydrolyzing O-glycosyl compounds; similar to BGLU45, hydrolase, hydrolyzing O-glycosyl compounds [Arabidopsis thaliana] (TAIR:AT1G61810.1); similar to Glycoside hydrolase, family 1 [Medicago truncatula] (GB:ABE77795.1); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)",57.05,468,4e-167,584,89.25143954
"90","Solyc02g081140.2.1","UBX domain-containing protein (AHRD V1 **-- D3B4P8_POLPA); contains Interpro domain(s)  IPR012989  SEP ","AT4G22150","PUX3","Arabidopsis thaliana CDC48-interacting UBX-domain protein (PUX3)",65.26,308,4e-97,351,99.3442623
"91","Solyc02g081770.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Solyc02g082930.2.1","Endochitinase (Chitinase) (AHRD V1 **** Q43184_SOLTU); contains Interpro domain(s)  IPR016283  Glycoside hydrolase, family 19  IPR000726  Glycoside hydrolase, family 19, catalytic ","AT3G12500","ATHCHIB","encodes a basic chitinase involved in ethylene/jasmonic acid mediated signalling pathway during systemic acquired resistance based on expression analyses.",63.64,242,3e-86,315,91.12903226
"93","Solyc02g083720.2.1","MLO-like protein 4 (AHRD V1 ***- B6TXU3_MAIZE); contains Interpro domain(s)  IPR004326  Mlo-related protein ","AT1G11000","ATMLO4","A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO4 belongs to the clade I, with AtMLO11 and AtMLO14. The gene is expressed during early seedling growth, in roots and lateral root primordia, in flower and fruit abscission zone, in vascular system of root, cotyledons and young leaves, it was not expressed in mature rosette leaves, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s).",50.51,487,1e-122,436,90.82397004
"94","Solyc02g084650.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Solyc02g084700.2.1","MORC family CW-type zinc finger 3 (AHRD V1 *--- Q4VBZ9_HUMAN); contains Interpro domain(s)  IPR003594  ATP-binding region, ATPase-like ","AT4G36280",NA,"ATP-binding region, ATPase-like domain-containing protein; similar to ATP-binding region, ATPase-like domain-containing protein [Arabidopsis thaliana] (TAIR:AT4G36270.1); similar to ATP-binding region, ATPase-like domain-containing protein [Arabidopsis thaliana] (TAIR:AT4G36290.1); similar to Os10g0181700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064253.1); similar to Unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAK70637.1); contains InterPro domain ATP-binding region, ATPase-like; (InterPro:IPR003594)",54.19,620,2e-178,622,92.71317829
"96","Solyc02g087850.1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Solyc02g088630.2.1","Glycosyltransferase (AHRD V1 ***- B9IK47_POPTR); contains Interpro domain(s)  IPR002495  Glycosyl transferase, family 8 ","AT3G01040","GAUT13","Encodes a protein with  putative galacturonosyltransferase activity.",85.21,534,0,880,99.62616822
